pk_porg,pk_account,fk_financial_year
39316,10002484,202425
39322,10020792,202425
39324,10020798,202425
39325,10020800,202425
39329,10020811,202425
39337,10020828,202425
39360,10021959,202425
39366,10020891,202425
39368,10020897,202425
39373,10020903,202425
39374,10020904,202425
39378,10020912,202425
39399,10022444,202425
39400,10020955,202425
39416,30035338,202425
39417,10021057,202425
39440,30072715,202425
39443,10021076,202425
39468,10021154,202425
39486,10021199,202425
39491,10021207,202425
39493,10021211,202425
39494,10021215,202425
39502,30091682,202425
39509,10021256,202425
39519,10021274,202425
39522,30040818,202425
39528,30100783,202425
39533,30012717,202425
39536,10021304,202425
39537,30046389,202425
39552,10021351,202425
39559,10021367,202425
39561,10021373,202425
39569,10016010,202425
39574,10021399,202425
39577,10006823,202425
39583,10022006,202425
39594,30005535,202425
39608,30080062,202425
39623,10021532,202425
39634,10007674,202425
39638,10021230,202425
39641,10021575,202425
39652,10016304,202425
39657,30044358,202425
39658,10020841,202425
39659,10021627,202425
39665,10021637,202425
39668,10021646,202425
39672,10022396,202425
39675,10021655,202425
39684,10021684,202425
39696,10021484,202425
39698,30046623,202425
39716,30069505,202425
39720,10021753,202425
39780,10021951,202425
39782,30111806,202425
39783,10021956,202425
39784,10021957,202425
39792,10017184,202425
39805,10021995,202425
39813,10022014,202425
39815,10022423,202425
39825,10022039,202425
39831,10022049,202425
39863,10022163,202425
39873,10022196,202425
39876,10022212,202425
39887,10022431,202425
39889,30045682,202425
39891,10022247,202425
39901,10022271,202425
39939,10022365,202425
39945,10022383,202425
39955,10022408,202425
39957,10022018,202425
39964,10022420,202425
39983,10022457,202425
39986,10022461,202425
39987,30057196,202425
39988,10022465,202425
40001,10022484,202425
40003,10022487,202425
40014,10022325,202425
41141,30063160,202425
41143,10022337,202425
41156,30013348,202425
41203,10000268,202425
41263,30071858,202425
41330,30110161,202425
41345,10004388,202425
41595,30061337,202425
41696,10002711,202425
41769,10001600,202425
42091,30091733,202425
42097,10021437,202425
42100,30003942,202425
42109,10016784,202425
42123,10005768,202425
42135,10007315,202425
42136,30078259,202425
42140,10015751,202425
42144,10000494,202425
42154,10013861,202425
42163,10005176,202425
42177,10014966,202425
42180,10002363,202425
42192,10012602,202425
42228,30004515,202425
42264,10005831,202425
42272,30069541,202425
42275,10011553,202425
42276,10010533,202425
42281,10013860,202425
42287,10002887,202425
42305,10000306,202425
42311,30050005,202425
42373,30020185,202425
42377,10014873,202425
42406,30110288,202425
42445,10005354,202425
42451,10004081,202425
42464,10002357,202425
42492,10012178,202425
42552,30109061,202425
42581,10006084,202425
42591,30067250,202425
42601,30108315,202425
42639,10008190,202425
42660,10000931,202425
42679,30080325,202425
42693,10020450,202425
42696,30019641,202425
42699,10005920,202425
42702,10005617,202425
42718,10022324,202425
42726,10004114,202425
42741,10012600,202425
42779,10010156,202425
42784,30116662,202425
42786,10006027,202425
42792,30004240,202425
42813,10007299,202425
42814,10006003,202425
42833,30088589,202425
42839,30084732,202425
42867,10021080,202425
42914,10002509,202425
42927,10002297,202425
42927,10009291,202425
42945,10007349,202425
42960,10004860,202425
42971,30042057,202425
42974,30046289,202425
42985,10020547,202425
42989,30004036,202425
42998,10008275,202425
43000,10004093,202425
43005,10021167,202425
43027,30076261,202425
43093,30043511,202425
43103,10001098,202425
43123,30004580,202425
43125,10005794,202425
43155,10019349,202425
43180,10010168,202425
43195,10022354,202425
43202,10005937,202425
43221,30112350,202425
43274,30101531,202425
43287,10020817,202425
43304,10020312,202425
43341,30093946,202425
43349,30086165,202425
43353,10016938,202425
43375,10006196,202425
43380,30004313,202425
43387,10019423,202425
43395,30012424,202425
43398,30070072,202425
43402,10017031,202425
43429,30110179,202425
43430,10022344,202425
43504,10015637,202425
43557,10008017,202425
43562,10005105,202425
43571,30064395,202425
43587,10008012,202425
43610,30014669,202425
43637,30018421,202425
43645,10008428,202425
43650,30009072,202425
43666,30005000,202425
43673,10005084,202425
43682,10020136,202425
43733,30115729,202425
43790,10001367,202425
43792,10014923,202425
43822,30120477,202425
43824,10006990,202425
43837,30005131,202425
43838,30121503,202425
43871,10022054,202425
43872,30013357,202425
43890,10007623,202425
43903,30004773,202425
43913,30005853,202425
43952,30092308,202425
43955,30075154,202425
43957,30005188,202425
43971,30010384,202425
43998,10021566,202425
44004,10020973,202425
44037,10014721,202425
44064,10017317,202425
44099,10010832,202425
44138,10000862,202425
44142,10017337,202425
44161,10006159,202425
44190,30097885,202425
44206,30116452,202425
44213,30083105,202425
44219,30116937,202425
44231,10004666,202425
44231,10004667,202425
44231,10012246,202425
44231,30004204,202425
44231,30041650,202425
44231,30060724,202425
44231,30089057,202425
44261,30064892,202425
44295,30005372,202425
44300,10011994,202425
44311,10013727,202425
44389,30088368,202425
44395,10011698,202425
44405,10014644,202425
44434,30006517,202425
44454,30005217,202425
44460,10018170,202425
44518,30012786,202425
44544,10015627,202425
44555,10020803,202425
44559,10001592,202425
44563,30057985,202425
44620,30103913,202425
44627,10019196,202425
44655,30011968,202425
44660,10010532,202425
44726,30005606,202425
44752,10012808,202425
44798,30004915,202425
44800,10014727,202425
44802,30075393,202425
44804,30080549,202425
44805,30004920,202425
44808,10007171,202425
44822,30065335,202425
44830,30110289,202425
44838,30070533,202425
44850,10019031,202425
44854,30015157,202425
44865,30100745,202425
44887,30004906,202425
44909,30011242,202425
44936,10012163,202425
45001,30111190,202425
45094,10000103,202425
45105,10011657,202425
45136,10012392,202425
45139,10005787,202425
45166,10007425,202425
45178,10016494,202425
45188,30117971,202425
45308,30005584,202425
45312,30016745,202425
45323,10002108,202425
45358,30010621,202425
45368,10014165,202425
45385,10016678,202425
45435,30103958,202425
45480,30015844,202425
45513,10018956,202425
45518,30065664,202425
45531,30047225,202425
45538,10015677,202425
45584,10008291,202425
45634,30100403,202425
45639,10021122,202425
45643,10016664,202425
45656,10018066,202425
45668,10003374,202425
45680,30006333,202425
45696,30010380,202425
45697,30099256,202425
45707,30107691,202425
45715,30060634,202425
45797,30099119,202425
45798,30109041,202425
45829,10019657,202425
45841,30014687,202425
45846,30033059,202425
45867,30098113,202425
45868,10008887,202425
45873,30112313,202425
45874,30099797,202425
45892,10010430,202425
45896,10015622,202425
45977,30059639,202425
45987,10005113,202425
46001,30015792,202425
46026,10010217,202425
46047,10007291,202425
46080,30072372,202425
46091,30007411,202425
46132,10010036,202425
46161,10010519,202425
46164,10012393,202425
46174,30065099,202425
46221,10003776,202425
46264,10002382,202425
46292,10018423,202425
46326,30010515,202425
46345,30049753,202425
46351,30096641,202425
46372,30092509,202425
46381,30110952,202425
46384,10016206,202425
46395,30016118,202425
46423,30090571,202425
46435,30007009,202425
46437,30008496,202425
46496,10007345,202425
46497,10006903,202425
46520,30005323,202425
46524,30015623,202425
46544,10012641,202425
46550,30040791,202425
46555,30007818,202425
46563,10020887,202425
46597,10005049,202425
46605,30007070,202425
46621,30078193,202425
46628,30118196,202425
46665,10008838,202425
46679,30104301,202425
46707,30079057,202425
46753,10005414,202425
46819,30007225,202425
46820,30007226,202425
46851,10011958,202425
46909,30121355,202425
46920,30115911,202425
46979,10000530,202425
47013,30007631,202425
47017,30093376,202425
47038,30005698,202425
47059,10013109,202425
47063,30094021,202425
47068,30069383,202425
47085,10005090,202425
47169,30004337,202425
47219,10014603,202425
47230,30082016,202425
47253,10007040,202425
47256,30008084,202425
47275,10021983,202425
47281,30067321,202425
47285,30103923,202425
47312,10021036,202425
47352,10007808,202425
47359,10004158,202425
47368,30008267,202425
47429,10010290,202425
47496,30115211,202425
47517,10007952,202425
47522,30005536,202425
47531,10018487,202425
47547,10000112,202425
47558,30014923,202425
47567,30055195,202425
47604,10013640,202425
47630,30105921,202425
47649,30008766,202425
47691,10004745,202425
47703,10020240,202425
47705,30064265,202425
47722,30084119,202425
47815,30012236,202425
47829,10019769,202425
47865,30049109,202425
47892,10015313,202425
47909,10009758,202425
47910,10021444,202425
47923,30067664,202425
47932,10007000,202425
47942,30008927,202425
47948,30055123,202425
47959,10004451,202425
47962,10018211,202425
47981,30015393,202425
47986,30002622,202425
47993,30011413,202425
47996,30009448,202425
48000,10019022,202425
48020,10021409,202425
48032,30055669,202425
48036,30107754,202425
48049,30117986,202425
48062,10002171,202425
48092,10022190,202425
48096,10005035,202425
48114,30086009,202425
48128,10022239,202425
48132,30006566,202425
48165,10006346,202425
48173,10008124,202425
48219,30033413,202425
48220,30085634,202425
48238,10000192,202425
48258,10002383,202425
48263,30062845,202425
48272,30103312,202425
48284,30037276,202425
48286,10011902,202425
48326,10019524,202425
48339,10004818,202425
48349,30083692,202425
48410,10000949,202425
48411,30006181,202425
48433,10006395,202425
48447,10005315,202425
48457,10014454,202425
48472,10018521,202425
48479,10006755,202425
48485,30004505,202425
48513,10020443,202425
48514,10014916,202425
48571,30009418,202425
48586,10018586,202425
48630,30054282,202425
48646,10018062,202425
48680,30036561,202425
48696,10005476,202425
48707,30071153,202425
48719,10009692,202425
48721,10019603,202425
48723,30105265,202425
48732,10010081,202425
48734,10016332,202425
48756,30062987,202425
48757,30087564,202425
48769,30071365,202425
48813,10019139,202425
48830,30087066,202425
48876,10022411,202425
48896,30048226,202425
48920,30056303,202425
48932,10000307,202425
48965,30112763,202425
48973,10012576,202425
48976,30067831,202425
49005,10015383,202425
49012,10018031,202425
49051,30112513,202425
49052,10019554,202425
49063,10016851,202425
49106,30046686,202425
49128,10017936,202425
49134,10019001,202425
49135,10009164,202425
49146,30098048,202425
49156,30100263,202425
49174,10000160,202425
49201,10006087,202425
49257,30005326,202425
49260,30008270,202425
49268,30074454,202425
49303,10010833,202425
49320,30115489,202425
49321,30041497,202425
49349,30072369,202425
49366,30007822,202425
49391,30010632,202425
49401,10014857,202425
49411,10012568,202425
49413,30088353,202425
49444,30112434,202425
49525,10012628,202425
49528,30029827,202425
49539,10005418,202425
49596,30007878,202425
49641,10018861,202425
49695,30118118,202425
49716,30010921,202425
49778,30011008,202425
49793,10001325,202425
49828,30081508,202425
49869,10011142,202425
49890,10001069,202425
49895,30040382,202425
49931,30095595,202425
49932,30059707,202425
49969,10006350,202425
49998,30119247,202425
49999,30085032,202425
50004,10014948,202425
50011,10004887,202425
50019,10014334,202425
50023,10001157,202425
50038,30037018,202425
50045,10017185,202425
50068,30006075,202425
50072,30108429,202425
50079,10007540,202425
50082,30011696,202425
50090,10021142,202425
50114,10001626,202425
50132,10011442,202425
50143,10015188,202425
50147,30016499,202425
50180,10006443,202425
50191,30119358,202425
50197,30090648,202425
50210,10018728,202425
50212,30011627,202425
50234,10006371,202425
50281,10007366,202425
50293,10013684,202425
50294,10022323,202425
50339,30071769,202425
50340,30108219,202425
50345,30006205,202425
50350,10008837,202425
50362,10005210,202425
50411,30057834,202425
50425,30089053,202425
50459,10015657,202425
50481,30109069,202425
50505,10002708,202425
50507,30008782,202425
50521,10019606,202425
50535,30095480,202425
50577,10010516,202425
50601,30110243,202425
50615,30039330,202425
50621,10009859,202425
50623,10021602,202425
50649,10003125,202425
50656,30056320,202425
50685,10019195,202425
50711,30118086,202425
50751,30012339,202425
50752,30054893,202425
50762,10006499,202425
50763,10000595,202425
50779,10005087,202425
50783,30120856,202425
50799,10003788,202425
50835,30115684,202425
50848,30053885,202425
50863,30093008,202425
50870,30113189,202425
50874,10021570,202425
50899,30058561,202425
50911,10014754,202425
50917,30119301,202425
50928,30114011,202425
50947,10008442,202425
50949,10011159,202425
50970,30084223,202425
51002,30012546,202425
51005,30096590,202425
51032,10017103,202425
51053,10005336,202425
51054,10012171,202425
51058,10000427,202425
51058,10000823,202425
51058,10001264,202425
51058,10001508,202425
51058,10001509,202425
51058,10001510,202425
51058,10001569,202425
51058,10002312,202425
51058,10002389,202425
51058,10002716,202425
51058,10003229,202425
51058,10004183,202425
51058,10004243,202425
51058,10004756,202425
51058,10004787,202425
51058,10005062,202425
51058,10006023,202425
51058,10006130,202425
51058,10006356,202425
51058,10006566,202425
51058,10006773,202425
51058,10007208,202425
51058,10007334,202425
51058,10007485,202425
51058,10007487,202425
51058,10007545,202425
51058,10007631,202425
51058,10007636,202425
51058,10007784,202425
51058,10008035,202425
51058,10008845,202425
51058,10008966,202425
51058,10009665,202425
51058,10010967,202425
51058,10010968,202425
51058,10011043,202425
51058,10011046,202425
51058,10011047,202425
51058,10011458,202425
51058,10011671,202425
51058,10012516,202425
51058,10012595,202425
51058,10012677,202425
51058,10012967,202425
51058,10012969,202425
51058,10012970,202425
51058,10013123,202425
51058,10013258,202425
51058,10013515,202425
51058,10013683,202425
51058,10013736,202425
51058,10015172,202425
51058,30005221,202425
51058,30016468,202425
51058,30042572,202425
51058,30048340,202425
51058,30054170,202425
51058,30064393,202425
51069,10005940,202425
51091,30012616,202425
51093,30115796,202425
51094,30099033,202425
51102,30012656,202425
51103,30012639,202425
51134,30015186,202425
51139,30012644,202425
51190,30024787,202425
51201,10018450,202425
51222,30095783,202425
51243,10007372,202425
51255,30009873,202425
51280,10018892,202425
51292,10000586,202425
51300,30106712,202425
51326,10002353,202425
51337,30008797,202425
51352,10012106,202425
51367,10004122,202425
51368,10009447,202425
51403,30065439,202425
51407,10021264,202425
51413,10010472,202425
51419,30012912,202425
51429,30106838,202425
51434,10018886,202425
51441,30094744,202425
51494,30009960,202425
51503,10019194,202425
51513,30094129,202425
51519,10013072,202425
51555,30069395,202425
51588,30058906,202425
51609,10002848,202425
51640,30115390,202425
51698,30015158,202425
51707,30117773,202425
51731,30057003,202425
51741,10009576,202425
51748,30112959,202425
51773,30002414,202425
51775,30016884,202425
51799,30013217,202425
51807,10018888,202425
51815,10014626,202425
51828,10014650,202425
51837,10005870,202425
51879,10005524,202425
51881,30058301,202425
51891,10012149,202425
51897,10014322,202425
51901,30109146,202425
51909,10004331,202425
51939,10013567,202425
51957,30092461,202425
51979,30013314,202425
51980,30001086,202425
51993,10012666,202425
52015,30017174,202425
52019,30010379,202425
52080,10004321,202425
52083,10010343,202425
52097,30013457,202425
52102,10018349,202425
52151,30057648,202425
52157,10015869,202425
52174,10001489,202425
52206,10022451,202425
52224,30054639,202425
52262,10021612,202425
52264,30008454,202425
52268,30079297,202425
52279,10015037,202425
52303,30014726,202425
52324,10000190,202425
52371,10001556,202425
52383,30097792,202425
52401,10007360,202425
52404,30114879,202425
52416,10006780,202425
52420,10022372,202425
52448,30086700,202425
52455,10018331,202425
52465,10003742,202425
52479,30030997,202425
52487,30007032,202425
52540,30014391,202425
52575,30014324,202425
52588,10000502,202425
52597,10007140,202425
52598,30071088,202425
52667,30114202,202425
52669,30059669,202425
52683,10005237,202425
52683,30031562,202425
52693,10014733,202425
52729,30084052,202425
52753,10006858,202425
52763,30080919,202425
52827,10019738,202425
52833,30005035,202425
52834,10014772,202425
52872,30107769,202425
52928,30006528,202425
52934,10020959,202425
52957,10004109,202425
52977,10001774,202425
52992,10011226,202425
53011,30049519,202425
53031,10001605,202425
53055,10006953,202425
53067,30056312,202425
53069,30014715,202425
53148,10003843,202425
53151,10019727,202425
53161,30078288,202425
53167,10015203,202425
53192,10002057,202425
53201,30001058,202425
53212,10003695,202425
53239,10018329,202425
53250,30011668,202425
53252,10005929,202425
53256,10015134,202425
53345,30103336,202425
53350,30115273,202425
53366,30012935,202425
53390,30055496,202425
53396,10022508,202425
53448,10015838,202425
53453,10008952,202425
53466,10002763,202425
53480,30119762,202425
53508,10011691,202425
53511,10006471,202425
53522,30054520,202425
53543,10020365,202425
53561,30070946,202425
53562,30010931,202425
53567,30059149,202425
53601,30089520,202425
53605,10012165,202425
53615,30023369,202425
53650,30013349,202425
53673,30027906,202425
53737,10014630,202425
53745,30046016,202425
53751,30116104,202425
53759,10021537,202425
53774,10019239,202425
53784,30051865,202425
53807,10012198,202425
53827,30050831,202425
53845,30108692,202425
53856,10010504,202425
53859,10011072,202425
53919,30090233,202425
53943,30087636,202425
53956,10011831,202425
53968,10000860,202425
54025,10010235,202425
54048,30078523,202425
54063,30118255,202425
54092,10019777,202425
54098,30095884,202425
54112,10008349,202425
54113,10016356,202425
54115,10008374,202425
54137,10000230,202425
54170,30117105,202425
54179,10021275,202425
54218,10008534,202425
54248,10002762,202425
54264,30100314,202425
54281,30118157,202425
54302,10006561,202425
54354,10013732,202425
54358,30009082,202425
54376,30015853,202425
54380,10006354,202425
54427,30005139,202425
54431,10020551,202425
54445,10021483,202425
54448,30004336,202425
54451,10005393,202425
54472,30087323,202425
54486,30067432,202425
54504,10018306,202425
54509,10015078,202425
54514,10016795,202425
54543,30095818,202425
54569,30108992,202425
54571,30099576,202425
54579,30066015,202425
54606,30059652,202425
54620,10016883,202425
54627,10014240,202425
54689,30086006,202425
54710,30015620,202425
54736,10019087,202425
54746,30013600,202425
54762,10019677,202425
54780,10019142,202425
54783,30014535,202425
54795,10004195,202425
54812,10008171,202425
54828,30108309,202425
54867,30113803,202425
54879,10014726,202425
54886,30007903,202425
54893,10020908,202425
54957,30112008,202425
54979,30016515,202425
54986,10009058,202425
55003,30108683,202425
55007,30079172,202425
55042,10003763,202425
55150,30058913,202425
55155,30016660,202425
55157,30055283,202425
55180,10009740,202425
55210,10008010,202425
55245,10004738,202425
55250,10015504,202425
55285,30099342,202425
55312,30087456,202425
55324,30074941,202425
55339,30034014,202425
55350,10006128,202425
55364,30007489,202425
55387,10001668,202425
55430,30011742,202425
55442,30105883,202425
55452,30054745,202425
55504,10018182,202425
55506,30004957,202425
55517,30110789,202425
55521,30060178,202425
55531,30048326,202425
55580,30092067,202425
55588,10009495,202425
55607,10003630,202425
55628,30059774,202425
55632,30045629,202425
55642,30100134,202425
55649,30091767,202425
55657,30011741,202425
55683,30041001,202425
55688,10002547,202425
55690,10018533,202425
55696,30072162,202425
55704,30051724,202425
55706,30011750,202425
55715,30018964,202425
55730,10004412,202425
55738,30097898,202425
55769,30000065,202425
55789,30020325,202425
55834,10002655,202425
55836,30040799,202425
60004,30017172,202425
60008,30018280,202425
60029,30017299,202425
60036,30017199,202425
60038,30017201,202425
60041,30017209,202425
60072,30017248,202425
60073,30017249,202425
60080,30017261,202425
60082,30017267,202425
60084,30023256,202425
60103,30017519,202425
60103,30017650,202425
60113,30017188,202425
60120,30018273,202425
60128,30017329,202425
60130,30017331,202425
60146,30017352,202425
60168,30026846,202425
60180,30017386,202425
60183,30042458,202425
60189,30022632,202425
60207,30017413,202425
60211,30017418,202425
60217,30017427,202425
60232,30017444,202425
60234,30017445,202425
60240,30017452,202425
60249,30017458,202425
60254,30054072,202425
60309,30017556,202425
60334,30025837,202425
60351,30029271,202425
60356,30017606,202425
60364,30017937,202425
60377,30017628,202425
60386,30024972,202425
60391,30017566,202425
60391,30017640,202425
60391,30017832,202425
60391,30042014,202425
60398,30109951,202425
60408,30017681,202425
60409,30017682,202425
60420,30017692,202425
60423,30017709,202425
60426,30042054,202425
60436,30017731,202425
60447,30017745,202425
60452,10012582,202425
60461,30042046,202425
60465,30017756,202425
60473,30018208,202425
60474,30022177,202425
60484,30017726,202425
60486,30017793,202425
60492,30017797,202425
60496,30029988,202425
60504,30017818,202425
60509,30017831,202425
60516,30017836,202425
60528,30017848,202425
60540,30017878,202425
60544,30017881,202425
60546,30027871,202425
60547,30017455,202425
60557,30017759,202425
60558,30017923,202425
60559,30017924,202425
60561,30017925,202425
60570,30017769,202425
60583,30017947,202425
60585,30017949,202425
60603,30017967,202425
60624,30018042,202425
60627,30018044,202425
60634,30018050,202425
60645,30018058,202425
60660,30021287,202425
60675,30018101,202425
60684,30018113,202425
60688,10014237,202425
60689,30018116,202425
60712,30030202,202425
60726,30018163,202425
60729,30018165,202425
60746,30018183,202425
60748,30034515,202425
60763,30018210,202425
60766,30017402,202425
60780,30018239,202425
60789,30018252,202425
60801,30018263,202425
60802,30018264,202425
60808,30018272,202425
60810,30018277,202425
60818,30018285,202425
60819,30017338,202425
60824,30017622,202425
60828,30025348,202425
60830,30022863,202425
60831,30110408,202425
60832,30104714,202425
60837,30018309,202425
60847,30018315,202425
60848,30020136,202425
60851,30018319,202425
60854,30018321,202425
60855,30018322,202425
60859,30018324,202425
60880,30018341,202425
60900,30018355,202425
60912,30119403,202425
60919,30018374,202425
60932,30018392,202425
60933,30018394,202425
60940,30018400,202425
60953,10011152,202425
60966,30029342,202425
60983,30018438,202425
60987,30112303,202425
61011,30018458,202425
61012,30018461,202425
61037,30018719,202425
61071,30018561,202425
61073,30018659,202425
61084,30019241,202425
61092,30018581,202425
61104,30047174,202425
61106,30020947,202425
61130,30065472,202425
61134,30018634,202425
61135,10018389,202425
61135,30018635,202425
61139,30018644,202425
61140,30018651,202425
61154,30018666,202425
61157,30014673,202425
61159,30018668,202425
61194,30018698,202425
61210,10018174,202425
61214,30042033,202425
61219,30087546,202425
61228,30032612,202425
61242,30004425,202425
61251,30018776,202425
61258,30018825,202425
61260,30018826,202425
61268,30080696,202425
61288,30018863,202425
61296,30018871,202425
61297,30018384,202425
61306,30018880,202425
61309,30018883,202425
61324,30018897,202425
61328,30018900,202425
61330,30018901,202425
61353,30018921,202425
61375,30018937,202425
61396,30018957,202425
61409,30018973,202425
61427,30064862,202425
61430,30048660,202425
61445,30019024,202425
61457,30019042,202425
61463,30019050,202425
61464,30019051,202425
61469,30019054,202425
61471,30019056,202425
61475,30019060,202425
61479,30021074,202425
61489,30019083,202425
61508,30019098,202425
61520,30019110,202425
61529,30019123,202425
61540,30019131,202425
61547,30019167,202425
61559,30034204,202425
61562,30019222,202425
61594,30019257,202425
61613,30019276,202425
61626,30019286,202425
61633,30019395,202425
61635,30019294,202425
61660,30091670,202425
61684,30019351,202425
61686,30018575,202425
61699,30019368,202425
61713,30019836,202425
61735,30019409,202425
61736,30019412,202425
61755,30019436,202425
61823,30019503,202425
61833,30033011,202425
61839,30019526,202425
61841,30019527,202425
61871,30019552,202425
61873,30019553,202425
61938,30019615,202425
61970,30019649,202425
62016,30067892,202425
62028,30019046,202425
62028,30019712,202425
62032,30019716,202425
62035,30019724,202425
62043,30054228,202425
62044,30019733,202425
62058,30019746,202425
62066,30050516,202425
62106,30019781,202425
62113,30019784,202425
62134,30020898,202425
62149,30034213,202425
62151,30019811,202425
62169,30019825,202425
62174,30029757,202425
62192,10011717,202425
62209,30019857,202425
62237,30018409,202425
62246,30019883,202425
62263,30020501,202425
62265,30018427,202425
62304,30019946,202425
62316,10000150,202425
62322,30019970,202425
62327,30019975,202425
62330,30019986,202425
62339,30019992,202425
62346,30019998,202425
62359,10010284,202425
62388,30020044,202425
62410,30020068,202425
62424,30020078,202425
62429,30020088,202425
62431,30114200,202425
62438,30020096,202425
62447,30020121,202425
62450,30020125,202425
62452,30020129,202425
62455,30086067,202425
62466,10019737,202425
62468,30020144,202425
62472,30020146,202425
62484,10003802,202425
62501,30045741,202425
62511,30020189,202425
62525,30020202,202425
62533,30020208,202425
62549,30020224,202425
62552,30020229,202425
62587,30019038,202425
62591,30020284,202425
62638,30020321,202425
62638,30020968,202425
62646,30020331,202425
62650,30020337,202425
62657,30020348,202425
62665,30020355,202425
62685,30020373,202425
62696,30020393,202425
62698,30020394,202425
62721,30019788,202425
62729,30020423,202425
62746,10013410,202425
62757,30020454,202425
62766,30020459,202425
62776,30020472,202425
62782,30020476,202425
62784,30020477,202425
62797,30059938,202425
62800,30019250,202425
62814,30020513,202425
62815,30020516,202425
62818,30046435,202425
62821,30020522,202425
62823,30020830,202425
62824,30020525,202425
62829,30020528,202425
62846,30021024,202425
62854,30055758,202425
62857,30020563,202425
62863,30020571,202425
62865,30020573,202425
62867,30020574,202425
62869,30020575,202425
62872,30020577,202425
62881,30020586,202425
62892,30019266,202425
62892,30020597,202425
62897,30020601,202425
62932,10013146,202425
62966,30020699,202425
62981,30020718,202425
62982,30020719,202425
62986,10008551,202425
62988,30067242,202425
62992,30020727,202425
63007,30020737,202425
63017,30020058,202425
63024,30020762,202425
63029,30020765,202425
63035,30020769,202425
63041,30020772,202425
63044,30020774,202425
63047,30020775,202425
63050,30018707,202425
63056,30009986,202425
63058,30018950,202425
63073,30020793,202425
63086,30020810,202425
63089,30020813,202425
63091,30019933,202425
63094,30020818,202425
63100,30020822,202425
63102,30020823,202425
63103,30020824,202425
63118,30029615,202425
63119,30020853,202425
63148,30020890,202425
63165,30020907,202425
63173,30020915,202425
63175,30020916,202425
63181,30010373,202425
63183,10018330,202425
63185,30020924,202425
63187,30020925,202425
63193,30020929,202425
63202,30020946,202425
63212,10007643,202425
63223,30020973,202425
63245,30020991,202425
63253,30021006,202425
63275,30021032,202425
63277,10018235,202425
63278,30021034,202425
63281,30021039,202425
63285,30021042,202425
63286,30021043,202425
63326,30021095,202425
63334,30021099,202425
63335,30025538,202425
63346,30091929,202425
63348,30021112,202425
63355,30021118,202425
63375,30021140,202425
63376,30021141,202425
63381,30021145,202425
63411,30021181,202425
63418,30021187,202425
63441,30021214,202425
63444,30007870,202425
63446,30021219,202425
63458,30021230,202425
63459,30025931,202425
63464,30021236,202425
63480,30021247,202425
63483,30022109,202425
63485,30021255,202425
63491,30021258,202425
63496,30022875,202425
63503,30021296,202425
63508,30021303,202425
63510,30021781,202425
63512,30021306,202425
63514,30021308,202425
63520,30021311,202425
63521,30021312,202425
63524,30021313,202425
63525,30023508,202425
63529,30021316,202425
63536,30021320,202425
63543,30021327,202425
63557,30027769,202425
63568,30021348,202425
63570,30021349,202425
63574,30028299,202425
63591,30021367,202425
63596,30021369,202425
63599,30025333,202425
63603,30021378,202425
63606,30021380,202425
63619,30021389,202425
63629,30022739,202425
63653,30021429,202425
63661,30021434,202425
63662,30029576,202425
63665,30021437,202425
63669,30021440,202425
63676,30022711,202425
63690,10004162,202425
63690,30021453,202425
63692,30029802,202425
63693,30021457,202425
63696,30022196,202425
63697,30023720,202425
63698,30029983,202425
63703,30021469,202425
63723,30021497,202425
63747,30021521,202425
63748,30021522,202425
63760,30021536,202425
63763,30026669,202425
63764,30026935,202425
63767,30021540,202425
63768,30021542,202425
63771,30021543,202425
63782,30021559,202425
63784,30021560,202425
63789,30021581,202425
63790,30030029,202425
63794,30021590,202425
63803,30024383,202425
63811,30021617,202425
63815,30021979,202425
63830,30021640,202425
63835,30021650,202425
63842,30021658,202425
63847,30021664,202425
63855,30021673,202425
63859,30021696,202425
63861,30021697,202425
63870,30026839,202425
63874,30021849,202425
63878,30021717,202425
63887,30021724,202425
63892,30025343,202425
63898,30021731,202425
63900,30021733,202425
63901,30048422,202425
63911,30030041,202425
63913,30021743,202425
63918,10007594,202425
63945,30021778,202425
63948,30022673,202425
63959,30021794,202425
63963,30021801,202425
63965,30021812,202425
63971,30021828,202425
63973,30024516,202425
63976,30026920,202425
63981,30021843,202425
63989,30021850,202425
63990,30021851,202425
63993,30021853,202425
63995,30021854,202425
64009,30023968,202425
64018,30021880,202425
64077,30021489,202425
64087,30021974,202425
64101,30021989,202425
64128,30022014,202425
64130,30022020,202425
64135,30022022,202425
64138,30022026,202425
64143,30022033,202425
64146,30027320,202425
64151,30022039,202425
64165,30024852,202425
64166,30022050,202425
64174,30028703,202425
64188,30022077,202425
64193,30022093,202425
64195,30022094,202425
64196,30022338,202425
64200,30022104,202425
64212,30022118,202425
64213,30022119,202425
64216,30022542,202425
64232,30022132,202425
64234,30022137,202425
64253,30022164,202425
64282,30022195,202425
64289,30022199,202425
64294,30022203,202425
64296,30022208,202425
64301,30049912,202425
64305,30021973,202425
64305,30024788,202425
64305,30029434,202425
64320,30030168,202425
64321,30026432,202425
64327,30022291,202425
64331,30022303,202425
64333,30022304,202425
64335,30022305,202425
64337,30025902,202425
64344,30022314,202425
64359,30022335,202425
64387,30073850,202425
64395,30022361,202425
64398,30029187,202425
64428,30022393,202425
64434,30022402,202425
64437,30022404,202425
64465,30025948,202425
64472,30042188,202425
64477,30092237,202425
64479,30022461,202425
64484,30022465,202425
64491,30023942,202425
64494,30041785,202425
