pk_porg,pk_account,fk_financial_year
88664,30039241,202425
88673,30039255,202425
88703,30039285,202425
88706,30039288,202425
88716,30039298,202425
88721,30039303,202425
88723,30039304,202425
88725,30039307,202425
88746,30039328,202425
88750,30039332,202425
88767,30039349,202425
88768,30039350,202425
88772,30039354,202425
88774,30039356,202425
88791,30039373,202425
88795,30039377,202425
88802,30039450,202425
88812,30039394,202425
88817,30039399,202425
88825,30039407,202425
88828,30066006,202425
88833,30039415,202425
88835,30039417,202425
88857,30039439,202425
88865,30039447,202425
88867,30039449,202425
88871,30039453,202425
88872,30039454,202425
88887,30032950,202425
88888,30117680,202425
88894,30053803,202425
88945,30073297,202425
88952,30114599,202425
88957,30116051,202425
88973,30036469,202425
88982,30117593,202425
88999,30111424,202425
89006,30119284,202425
89008,10008136,202425
89018,30098633,202425
89042,30087755,202425
89105,30037115,202425
89107,30031880,202425
89114,30039696,202425
89184,30034851,202425
89191,30104333,202425
89197,30037270,202425
89198,30096920,202425
89221,30120148,202425
89228,30105520,202425
89240,30083326,202425
89248,30114876,202425
89260,30034482,202425
89262,30031964,202425
89274,30050478,202425
89280,30034242,202425
89302,30039884,202425
89311,30097801,202425
89332,30034977,202425
89335,30017827,202425
89337,30039919,202425
89338,30030644,202425
89342,30105724,202425
89354,30053719,202425
89356,30039938,202425
89374,30104076,202425
89393,30034450,202425
89403,30036014,202425
89406,30039988,202425
89410,30014637,202425
89410,30014644,202425
89410,30033419,202425
89410,30054842,202425
89410,30059812,202425
89410,30059813,202425
89412,30036264,202425
89414,30033821,202425
89420,30032366,202425
89421,30034481,202425
89429,30036346,202425
89434,30082128,202425
89454,30040036,202425
89471,30040053,202425
89473,30040055,202425
89474,30040056,202425
89477,30040059,202425
89481,30040063,202425
89482,30040064,202425
89483,30040065,202425
89488,30034537,202425
89497,30040079,202425
89500,30040082,202425
89501,30040083,202425
89505,30040087,202425
89508,30040090,202425
89514,30033155,202425
89518,30040100,202425
89522,30094876,202425
89526,30040108,202425
89536,30040118,202425
89540,30040122,202425
89541,30077785,202425
89546,30107698,202425
89550,30040132,202425
89551,30089918,202425
89561,30040143,202425
89566,30040148,202425
89567,30040149,202425
89571,30119370,202425
89573,30039118,202425
89579,30046444,202425
89591,30040173,202425
89594,30063616,202425
89596,30040178,202425
89600,30040182,202425
89605,30040187,202425
89610,30033239,202425
89612,30031473,202425
89615,30034476,202425
89621,30040203,202425
89629,30040211,202425
89631,30040213,202425
89635,30040217,202425
89638,30060450,202425
89644,30033940,202425
89645,30040227,202425
89647,30040229,202425
89648,30053727,202425
89649,30080670,202425
89661,30055854,202425
89663,30068881,202425
89666,30076548,202425
89671,30040253,202425
89674,30040256,202425
89676,30080103,202425
89682,30105231,202425
89689,30040271,202425
89697,30063765,202425
89712,30040294,202425
89719,30040301,202425
89726,30084167,202425
89728,30115281,202425
89734,30119917,202425
89739,30095907,202425
90000,30037732,202425
90032,30015812,202425
90063,30089043,202425
90064,30104004,202425
90068,30038153,202425
90078,30021686,202425
90085,30023819,202425
90103,30109771,202425
90121,30031197,202425
90129,30033803,202425
90135,30036608,202425
90142,30037997,202425
90159,30091481,202425
90175,30037619,202425
90203,30036048,202425
90230,30032573,202425
90235,30037464,202425
90235,30037465,202425
90237,30112296,202425
90245,30033996,202425
90257,30039910,202425
90261,30096486,202425
90267,30033667,202425
90268,30099409,202425
90290,30039111,202425
90295,30034972,202425
90298,30031602,202425
90396,30040209,202425
90398,30098505,202425
90438,30037823,202425
90444,30032483,202425
90469,30037219,202425
90473,30031084,202425
90491,30038409,202425
90493,30033441,202425
90499,30033623,202425
90507,30035680,202425
90520,30038297,202425
90547,10021194,202425
90549,30119978,202425
90552,10004496,202425
90569,30032378,202425
90569,30032379,202425
90569,30035194,202425
90569,30051892,202425
90576,30046787,202425
90577,30038553,202425
90580,30031829,202425
90585,30034546,202425
90603,30039252,202425
90637,10020317,202425
90638,30033296,202425
90645,30041397,202425
90649,10001902,202425
90654,10003938,202425
90729,30036236,202425
90731,30032161,202425
90734,30036355,202425
90738,30036684,202425
90740,30038476,202425
90763,30032800,202425
90783,30037335,202425
90796,30034338,202425
90803,30036858,202425
90806,10012187,202425
90810,30039272,202425
90829,30114045,202425
90838,30034494,202425
90845,30031200,202425
90854,30035653,202425
90864,30038195,202425
90876,30037643,202425
90897,30038999,202425
90898,30040014,202425
90901,30024705,202425
90906,30037093,202425
90909,30038687,202425
90912,30033482,202425
90918,30043686,202425
90930,30031693,202425
90933,30032921,202425
90953,30039310,202425
90962,30038082,202425
90969,30038023,202425
90983,30086492,202425
91009,30110388,202425
91012,30033864,202425
91014,30038120,202425
91021,30033590,202425
91038,30032409,202425
91043,30034062,202425
91044,30030847,202425
91053,30033598,202425
91054,30043711,202425
91058,30033640,202425
91065,30034117,202425
91084,30062521,202425
91111,30035272,202425
91113,30033878,202425
91117,30039376,202425
91123,30030886,202425
91125,30118541,202425
91126,30034887,202425
91131,30033406,202425
91139,30031749,202425
91144,30038100,202425
91160,30035762,202425
91163,30032101,202425
91175,30037292,202425
91187,30032490,202425
91198,30032233,202425
91214,30094647,202425
91219,30036092,202425
91229,30034961,202425
91252,30037033,202425
91255,30039359,202425
91261,30034368,202425
91262,30120129,202425
91275,30032114,202425
91277,30030996,202425
91289,30033865,202425
91290,30034953,202425
91294,30032877,202425
91321,30034796,202425
91354,30089003,202425
91357,30040048,202425
91359,30040073,202425
91369,30033425,202425
91379,30093180,202425
91394,30038450,202425
91400,30042874,202425
91410,30035951,202425
91415,30038158,202425
91420,30031769,202425
91443,30031319,202425
91446,30036840,202425
91450,30033921,202425
91452,30034745,202425
91484,30036196,202425
91515,30034815,202425
91549,30038149,202425
91554,30033450,202425
91595,30036921,202425
91632,30032062,202425
91644,30039331,202425
91645,30038144,202425
91647,30034471,202425
91648,30120908,202425
91652,30033278,202425
91659,30036872,202425
91680,30038396,202425
91696,30034477,202425
91697,30034254,202425
91712,30032655,202425
91741,30038520,202425
91742,30035954,202425
91743,30034503,202425
91805,30034216,202425
91828,30035701,202425
91829,30034158,202425
91864,30034388,202425
91875,30038503,202425
91888,30037721,202425
91910,30082707,202425
91919,30036906,202425
91929,30031801,202425
91939,30038004,202425
91942,30034214,202425
91969,30037189,202425
91975,30038146,202425
91977,30032468,202425
91983,30034495,202425
91998,30030649,202425
92018,30038319,202425
92029,30037644,202425
92033,30034931,202425
92038,30035062,202425
92051,30036690,202425
92064,30055840,202425
92068,30038441,202425
92079,30032868,202425
92091,30038080,202425
92093,30031742,202425
92096,30043568,202425
92098,30034763,202425
92116,30031333,202425
92124,30038523,202425
92127,30031907,202425
92132,30039387,202425
92134,30035114,202425
92153,10021940,202425
92208,30030648,202425
92241,30031961,202425
92249,30031614,202425
92251,30037287,202425
92260,30037762,202425
92268,30032798,202425
92292,30031613,202425
92295,30034488,202425
92314,30038456,202425
92335,30032907,202425
92336,30030917,202425
92337,30038845,202425
92338,30037659,202425
92347,30117307,202425
92349,30033381,202425
92363,30051886,202425
92370,30028002,202425
92383,30038234,202425
92387,30034786,202425
92390,30032096,202425
92406,30034510,202425
92423,30037122,202425
92436,30032673,202425
92452,30085545,202425
92461,30031261,202425
92474,30100423,202425
92490,30082613,202425
92494,30027781,202425
92581,30037788,202425
92585,30036449,202425
92593,30038220,202425
92603,10005951,202425
92618,10016629,202425
92620,30031314,202425
92629,30033650,202425
92635,30036677,202425
92643,30020089,202425
92690,30115383,202425
92698,30053655,202425
92700,30120472,202425
92703,30059245,202425
92718,10015541,202425
92738,30038721,202425
92743,30033015,202425
92748,30034243,202425
92759,30038585,202425
92780,30037540,202425
92786,10006358,202425
92795,10006093,202425
92805,30035047,202425
92807,30034317,202425
92808,30066216,202425
92810,10004112,202425
92823,30023589,202425
92846,10000919,202425
92846,10004080,202425
92846,10006216,202425
92846,10013735,202425
92846,10014877,202425
92846,30008914,202425
92846,30032488,202425
92846,30032489,202425
92871,10005541,202425
92908,10002968,202425
92912,30020100,202425
92950,30032936,202425
92961,30034989,202425
92963,30030912,202425
92970,30037229,202425
92987,30038353,202425
92993,30032659,202425
92998,30033025,202425
92999,30036582,202425
93000,30033678,202425
93008,30035437,202425
93021,30033599,202425
93041,30032118,202425
93072,30033616,202425
93096,30034278,202425
93105,10019286,202425
93121,10008195,202425
93141,30018951,202425
93161,30114359,202425
93190,10006364,202425
93208,30038609,202425
93215,30037784,202425
93249,30005942,202425
93274,30020795,202425
93275,30075085,202425
93282,30098068,202425
93285,30111786,202425
93333,30032616,202425
93366,30026155,202425
93372,30030879,202425
93418,30117491,202425
93427,30121390,202425
93441,30073896,202425
93475,30032855,202425
93480,30104231,202425
93521,30029736,202425
93527,30108367,202425
93553,30033031,202425
93562,10019719,202425
93565,10022116,202425
93580,30023710,202425
93606,30029566,202425
93658,30032414,202425
93672,30036569,202425
93682,30105668,202425
93686,30050654,202425
93688,30077603,202425
93723,10010140,202425
93747,30035584,202425
93765,30052325,202425
93767,30033994,202425
93806,30028425,202425
93810,10021628,202425
93823,30031287,202425
93824,30040868,202425
93846,10014318,202425
93898,10009970,202425
93901,30041689,202425
93935,30121554,202425
93938,30042215,202425
93940,30115264,202425
93966,30108388,202425
93984,10007088,202425
93990,30084945,202425
93996,30118916,202425
93998,30022299,202425
94019,30007901,202425
94025,30041782,202425
94088,30041884,202425
94091,30041886,202425
94097,30041892,202425
94099,30041887,202425
94100,30041923,202425
94105,30041881,202425
94129,30041912,202425
94132,30013369,202425
94153,30042235,202425
94157,30041938,202425
94184,30018046,202425
94186,30042010,202425
94187,30042011,202425
94189,30042024,202425
94201,30042030,202425
94235,10020977,202425
94240,30067613,202425
94253,30093541,202425
94261,30082681,202425
94268,30097067,202425
94290,30112430,202425
94332,30023384,202425
94342,30018292,202425
94344,30017599,202425
94356,30042242,202425
94359,30042246,202425
94365,30037996,202425
94376,30042261,202425
94384,30034487,202425
94396,30111450,202425
94406,30029268,202425
94419,30094783,202425
94429,30031195,202425
94461,30031450,202425
94468,30033085,202425
94469,30034733,202425
94504,30049604,202425
94512,30038452,202425
94517,30038187,202425
94530,30073897,202425
94534,30030081,202425
94545,30071438,202425
94546,30056709,202425
94551,30039271,202425
94553,30024479,202425
94558,30038895,202425
94572,30055754,202425
94578,10002401,202425
94593,30033192,202425
94611,30011436,202425
94615,30034461,202425
94643,30029376,202425
94650,30052326,202425
94651,30026272,202425
94660,30109072,202425
94674,30052627,202425
94690,30007704,202425
94707,30110704,202425
94733,30042657,202425
94795,30079059,202425
94797,30042763,202425
94804,30051770,202425
94871,30010857,202425
94886,30089101,202425
94894,10021220,202425
94895,10009002,202425
94934,30007840,202425
94942,10005799,202425
94990,30019111,202425
95004,30042184,202425
95018,30037699,202425
95030,30034701,202425
95033,10003962,202425
95120,30075466,202425
95133,30041498,202425
95155,10001375,202425
95188,10004958,202425
95202,30036502,202425
95229,10020744,202425
95235,30047413,202425
95236,10021651,202425
95252,30109942,202425
95322,30083935,202425
95338,30013354,202425
95356,30045630,202425
95366,30034675,202425
95385,30025776,202425
95386,30083879,202425
95415,30007888,202425
95442,30037190,202425
95449,30036660,202425
95495,30029803,202425
95511,10000709,202425
95576,10020774,202425
95638,10005705,202425
95649,30004905,202425
95650,30036779,202425
95662,30107928,202425
95672,30033533,202425
95677,30029756,202425
95710,30063975,202425
95756,30037679,202425
95757,30036911,202425
95813,10005766,202425
95905,10015553,202425
95916,30043947,202425
95918,30106494,202425
95957,10011155,202425
95957,30014872,202425
95959,30033227,202425
95973,30032027,202425
95982,30001169,202425
95984,30031678,202425
95992,30116661,202425
96006,30103972,202425
96016,30107398,202425
96029,30076094,202425
96034,10003725,202425
96039,30046030,202425
96101,10014045,202425
96103,10013151,202425
96106,30041494,202425
96112,10018273,202425
96142,30020018,202425
96149,30082704,202425
96228,30106418,202425
96234,30092992,202425
96254,30094463,202425
96258,30044232,202425
96283,10000332,202425
96283,10004662,202425
96283,30026976,202425
96285,10009943,202425
96295,30044288,202425
96297,30114898,202425
96318,30018128,202425
96326,10014586,202425
96345,30037089,202425
96367,30110265,202425
96376,30047410,202425
96379,30008675,202425
96392,30016136,202425
96412,10003897,202425
96421,10015346,202425
96425,10014615,202425
96466,30021028,202425
96476,10021245,202425
96512,10002355,202425
96536,30038718,202425
96540,30035398,202425
96550,30033377,202425
96553,30066465,202425
96563,10017316,202425
96564,30044536,202425
96566,30093621,202425
96569,30005577,202425
96574,30062492,202425
96590,10021352,202425
96597,30035035,202425
96651,30025058,202425
96668,30099220,202425
96672,30015846,202425
96681,30115573,202425
96683,30119124,202425
96687,30028412,202425
96737,10001091,202425
96737,30032572,202425
96737,30032575,202425
96737,30042123,202425
96737,30049791,202425
96737,30049797,202425
96737,30049817,202425
96737,30049822,202425
96737,30058327,202425
96737,30058329,202425
96739,30102794,202425
96742,10008019,202425
96764,30094044,202425
96813,30015448,202425
96853,30017349,202425
96864,10018722,202425
96876,30036652,202425
96882,30031369,202425
96885,30036585,202425
96903,30105651,202425
96916,30085837,202425
96918,10011207,202425
96921,30040738,202425
96924,30025952,202425
96926,30050523,202425
96945,30042172,202425
96948,30095710,202425
96954,30044845,202425
96969,30104375,202425
96974,30020754,202425
96996,30044910,202425
97005,10001530,202425
97013,10006086,202425
97061,30044917,202425
97082,30102317,202425
97112,30021977,202425
97139,10012180,202425
97201,10003862,202425
97220,30030065,202425
97241,30112655,202425
97242,30112521,202425
97277,30037107,202425
97280,10013346,202425
97288,30038543,202425
97301,10022215,202425
97334,30031955,202425
97350,30038937,202425
97354,30095252,202425
97364,30045042,202425
97367,30037282,202425
97371,30038522,202425
97377,30037424,202425
97394,10018465,202425
97405,30018576,202425
97411,30036915,202425
97439,30045094,202425
97505,30087275,202425
97513,30022270,202425
97531,10018718,202425
97575,10006628,202425
97632,10018751,202425
97643,30065956,202425
97686,30045247,202425
97703,30037825,202425
97709,30100489,202425
97736,30107687,202425
97739,30006195,202425
97748,30029319,202425
97755,30025038,202425
97778,30037719,202425
97780,30032729,202425
97787,10001155,202425
97819,10016622,202425
97837,30081108,202425
97841,30021436,202425
97857,30037801,202425
97862,10013332,202425
97864,30039026,202425
97892,30118433,202425
97913,30037041,202425
97931,10006129,202425
97940,30068053,202425
97998,30108259,202425
98028,30037860,202425
98046,30020936,202425
98054,30038040,202425
98077,10008402,202425
98208,30087544,202425
98256,30110925,202425
98268,10011163,202425
98321,10014800,202425
98337,30038355,202425
98362,30115504,202425
98377,30031903,202425
98385,30037425,202425
98387,30035147,202425
98398,30045770,202425
98422,30101117,202425
98441,30110461,202425
98477,30045894,202425
98497,30102770,202425
98498,10004070,202425
98501,30116891,202425
98510,10016201,202425
98521,30107352,202425
98522,30114067,202425
98561,30036063,202425
98566,30038407,202425
98574,30053512,202425
98596,30092514,202425
98602,10006980,202425
98605,30007786,202425
98610,10022188,202425
98619,10013664,202425
98624,30021291,202425
98657,30114881,202425
98659,10013402,202425
98663,10010166,202425
98688,30035488,202425
98708,10020658,202425
98733,30117390,202425
98758,30074643,202425
98767,30024604,202425
98780,10006762,202425
98786,10020852,202425
98811,30076393,202425
98813,30031838,202425
98820,10018218,202425
98831,30014587,202425
98843,10005890,202425
98845,30007711,202425
98878,30058685,202425
98890,30046356,202425
98891,30119116,202425
98898,30108241,202425
98901,30110247,202425
98916,30038761,202425
98931,30046742,202425
98944,30038018,202425
98985,10018350,202425
98998,30082924,202425
99004,30067769,202425
99029,30029624,202425
99033,30082641,202425
99038,30024016,202425
99047,30086000,202425
99052,30044040,202425
99056,30017944,202425
99091,30110787,202425
99097,30096931,202425
99104,30042039,202425
99133,10016315,202425
99138,30043544,202425
99180,30046682,202425
99208,30030994,202425
99220,30038715,202425
99221,30034777,202425
99224,30032980,202425
99227,30018877,202425
99235,30025575,202425
99257,30088248,202425
99279,10015762,202425
99286,10001338,202425
99304,10017810,202425
99341,10006070,202425
99360,30061587,202425
99418,10007386,202425
99422,30022768,202425
99463,30046815,202425
99465,30106306,202425
99474,30029742,202425
99503,30037781,202425
99505,30033034,202425
99506,30032257,202425
99522,30033826,202425
99530,30075977,202425
99535,30085996,202425
99559,30038045,202425
99563,30051294,202425
99589,30022716,202425
99598,10006758,202425
99604,30008807,202425
99612,30046962,202425
99624,30108916,202425
99633,30039384,202425
99637,30038138,202425
99643,30059713,202425
99645,10008215,202425
99648,30025566,202425
99688,30038337,202425
99795,10007685,202425
99824,30019752,202425
99833,10015818,202425
99851,30059962,202425
99874,30050327,202425
99886,30095445,202425
99896,30039312,202425
99974,30026728,202425
99994,30047929,202425
100004,30063167,202425
100024,30042052,202425
100029,30032599,202425
100030,30006647,202425
100050,30037101,202425
100083,30038501,202425
100085,30039126,202425
100092,10004372,202425
100107,30029899,202425
100108,30036856,202425
100128,30079761,202425
100147,30032239,202425
100156,30119946,202425
100206,30030192,202425
100234,30030060,202425
100247,30017771,202425
100253,10018281,202425
100298,30104970,202425
100338,30112568,202425
100342,30040963,202425
100350,10006336,202425
100355,30047474,202425
100374,10021601,202425
100380,30078160,202425
100413,10000371,202425
100436,30036930,202425
100459,30047562,202425
100462,30039217,202425
100463,30033112,202425
100482,10019429,202425
100497,10000390,202425
100535,30102648,202425
100577,30017633,202425
100588,30042117,202425
100611,30047622,202425
100620,30094465,202425
100628,30030959,202425
100634,30037222,202425
100693,10004300,202425
100721,30037030,202425
100743,30102903,202425
100770,30029270,202425
100780,30029309,202425
100783,30037097,202425
100788,30025420,202425
100789,30037993,202425
100793,10009327,202425
100794,30037372,202425
100824,30004909,202425
100840,30094886,202425
100844,30022655,202425
100869,30114360,202425
100885,30083685,202425
100921,30115403,202425
100937,10006398,202425
100985,30029896,202425
100991,30019105,202425
100998,30048035,202425
101005,30093215,202425
101022,10020227,202425
101059,30045036,202425
101071,30036571,202425
101077,30033751,202425
101095,30006787,202425
101100,30037331,202425
101132,30118115,202425
101171,30120187,202425
101172,30019827,202425
101200,30005384,202425
101204,10004187,202425
101205,30073752,202425
101230,10012316,202425
101237,10017946,202425
101242,30023300,202425
101266,10019736,202425
101288,10015417,202425
101291,10017390,202425
101292,30024991,202425
101295,10017816,202425
101309,30042216,202425
101311,10012884,202425
101387,30048310,202425
101389,10010143,202425
101400,30105907,202425
101433,30025688,202425
101442,30036761,202425
101465,30102348,202425
101473,10015507,202425
101493,30099430,202425
101504,30038708,202425
101532,30013601,202425
101540,10004811,202425
101585,30059271,202425
101607,30079892,202425
101619,10014370,202425
101625,30108158,202425
101637,30097982,202425
101642,30042190,202425
101643,30088039,202425
101654,30020584,202425
101659,30023339,202425
101666,30068778,202425
101671,30065864,202425
101683,30022639,202425
101696,30030937,202425
101698,10006582,202425
101715,10014891,202425
101716,30071473,202425
101721,30033684,202425
101731,30048593,202425
101736,30119832,202425
101745,10019382,202425
101760,30040745,202425
101770,30101227,202425
101780,30017872,202425
101784,10021942,202425
101805,30019769,202425
101922,10015368,202425
101930,10020786,202425
101933,30048822,202425
101959,30035512,202425
101960,30019086,202425
102060,30027947,202425
102112,30075773,202425
102132,10005404,202425
102145,30024058,202425
102146,30091997,202425
102151,10004699,202425
102167,30038772,202425
102168,30066565,202425
102183,30038386,202425
102186,30049120,202425
102190,30107859,202425
102191,30049124,202425
102210,30009915,202425
102219,30116059,202425
102227,30034468,202425
102274,30012723,202425
102277,30022108,202425
102302,30086838,202425
102308,10000098,202425
102308,10006889,202425
102308,10010309,202425
102308,30004894,202425
102308,30007806,202425
102308,30012765,202425
102308,30014630,202425
102308,30031157,202425
102308,30042387,202425
102308,30045949,202425
102308,30057780,202425
102308,30057781,202425
102308,30057782,202425
102308,30057826,202425
102308,30057830,202425
102308,30057831,202425
102308,30057833,202425
102308,30059160,202425
102308,30061420,202425
102308,30061421,202425
102308,30061436,202425
102308,30075467,202425
102317,30051184,202425
102325,30078752,202425
102356,30038571,202425
102402,30075263,202425
102410,30119232,202425
102457,30062692,202425
102469,30032126,202425
102474,10015147,202425
102479,10019396,202425
102495,30078903,202425
102519,30090640,202425
102538,30049631,202425
102563,30027319,202425
102566,30119897,202425
102593,30028043,202425
102599,30043702,202425
102633,30032806,202425
102643,30096953,202425
102644,30085952,202425
102648,30108149,202425
102651,30033833,202425
102658,10018380,202425
102671,30071367,202425
102677,30031794,202425
102714,10006862,202425
102720,10015482,202425
102725,30069580,202425
102755,30026785,202425
102776,10005841,202425
102797,30007833,202425
102804,30062748,202425
102806,30025813,202425
102828,10017125,202425
102843,10021296,202425
102860,10014696,202425
102890,30078754,202425
102931,10020475,202425
102941,30119160,202425
102945,30092583,202425
102951,30024125,202425
102958,30050232,202425
102970,30026451,202425
102976,30092161,202425
102986,30050272,202425
102988,30010385,202425
103005,30063827,202425
103024,10022473,202425
103028,30038118,202425
103033,30073828,202425
103045,30053931,202425
103071,30084188,202425
103073,30050378,202425
103083,30050385,202425
103091,30055543,202425
103093,30066196,202425
103133,30087554,202425
103211,30033050,202425
103213,10009825,202425
103214,10000362,202425
103214,10000646,202425
103214,10000647,202425
103214,10001084,202425
103214,10001373,202425
103214,10002172,202425
103214,10002342,202425
103214,10002850,202425
103214,10002915,202425
103214,10002928,202425
103214,10003110,202425
103214,10003887,202425
103214,10004064,202425
103214,10004369,202425
103214,10004541,202425
103214,10004545,202425
103214,10004775,202425
103214,10005374,202425
103214,10005607,202425
103214,10005668,202425
103214,10005669,202425
103214,10005859,202425
103214,10005984,202425
103214,10006263,202425
103214,10006314,202425
103214,10006595,202425
103214,10006793,202425
103214,10007170,202425
103214,10007433,202425
103214,10007822,202425
103214,10007887,202425
103214,10008131,202425
103214,10008846,202425
103214,10008932,202425
103214,10009028,202425
103214,10009878,202425
103214,10010710,202425
103214,10011091,202425
103214,10012256,202425
103214,10012637,202425
103214,10012855,202425
103214,30016519,202425
103214,30017476,202425
103214,30017910,202425
103214,30021834,202425
103214,30022409,202425
103214,30023050,202425
103214,30023842,202425
103214,30024086,202425
103214,30024230,202425
103214,30025628,202425
103214,30026123,202425
103214,30026529,202425
103214,30026530,202425
103214,30026531,202425
103214,30027412,202425
103214,30029191,202425
103214,30031241,202425
103214,30031253,202425
103214,30049928,202425
103214,30091954,202425
103216,30051565,202425
103223,10022214,202425
103227,30042886,202425
103231,30032192,202425
103280,30038918,202425
103281,30032930,202425
103328,30106583,202425
103355,30042066,202425
103363,30038455,202425
103375,30071957,202425
103378,10000284,202425
103432,30066057,202425
103504,10008717,202425
103513,30026359,202425
103524,30112949,202425
103551,10022318,202425
103554,30088121,202425
103556,30050877,202425
103582,30048338,202425
103583,30026199,202425
103590,30021856,202425
103609,30039284,202425
103628,10000373,202425
103667,10007301,202425
103674,10007455,202425
103677,30104895,202425
103680,30079595,202425
103695,30050925,202425
103728,30043712,202425
103738,30072436,202425
103739,30087147,202425
103762,30117083,202425
103764,30106441,202425
103768,30050984,202425
103785,30024184,202425
103788,30010516,202425
103820,30025580,202425
103854,10014423,202425
103858,30005539,202425
103879,30037281,202425
103913,30094414,202425
103920,10019611,202425
103927,30081361,202425
103960,10021420,202425
103964,30057039,202425
103989,30026419,202425
103996,30022811,202425
104004,10014965,202425
104048,30051242,202425
104070,30087787,202425
104073,30111611,202425
104077,10016774,202425
104085,30089168,202425
104086,30117017,202425
104102,30038825,202425
104112,30107775,202425
104127,10007650,202425
104151,10012173,202425
104177,30112164,202425
104228,30051370,202425
104244,30051378,202425
104249,30022748,202425
104301,30107989,202425
104306,30096490,202425
104308,30034455,202425
104316,30041611,202425
104317,30021704,202425
104334,30029125,202425
104336,30119212,202425
104407,30110866,202425
104432,30029297,202425
104478,30009519,202425
104524,30112305,202425
104543,10018285,202425
104623,10022437,202425
104632,30060419,202425
104656,10021490,202425
104701,30080230,202425
104726,30051828,202425
104742,30036507,202425
104744,30058099,202425
104753,30036108,202425
104753,30036315,202425
104758,30073668,202425
104776,10019158,202425
104810,10002771,202425
104814,30042034,202425
104816,30051957,202425
104817,30026576,202425
104820,30025141,202425
104825,30108351,202425
104830,10019233,202425
104835,30038447,202425
104838,10008513,202425
104842,30052038,202425
104861,10020753,202425
104871,30017416,202425
104872,10019065,202425
104892,10012894,202425
104908,30023697,202425
104909,30019689,202425
104940,30026853,202425
104949,30033207,202425
104951,10009030,202425
104952,30007058,202425
104990,30113630,202425
105003,30012748,202425
105023,30052222,202425
105033,30112229,202425
105052,30029218,202425
105076,30052214,202425
105077,30027992,202425
105100,30036431,202425
105199,10012636,202425
105212,30096966,202425
105234,30052310,202425
105241,30029630,202425
105244,10020899,202425
105263,30029857,202425
105265,30032732,202425
105267,30049979,202425
105289,30043691,202425
105316,30039206,202425
105345,30093218,202425
105358,30050828,202425
105366,30089072,202425
105374,30085752,202425
105376,30112732,202425
105386,30097800,202425
105402,10010151,202425
105429,10014730,202425
105432,30038671,202425
105436,30052484,202425
105517,30007815,202425
105523,30100944,202425
105551,30035247,202425
105559,30065344,202425
105567,30065915,202425
105618,30088799,202425
105626,30039037,202425
105646,30032385,202425
105650,30025344,202425
105656,30038780,202425
105683,30117366,202425
105687,30120928,202425
105699,30117126,202425
105708,10007716,202425
105723,30118681,202425
105728,30014536,202425
105763,30023846,202425
105769,10016364,202425
105791,30088331,202425
105801,30020801,202425
105804,10015740,202425
105807,10018443,202425
105810,30028866,202425
105813,30078086,202425
105816,30063846,202425
105819,30091336,202425
105828,30034467,202425
105831,30113606,202425
105838,10001382,202425
105866,10018187,202425
105878,30115441,202425
105881,30066649,202425
105913,30036944,202425
105947,30053221,202425
105955,30014681,202425
105964,30041145,202425
105967,10011347,202425
105970,30037057,202425
105979,30059649,202425
105994,10014627,202425
106004,30020245,202425
106023,30099154,202425
106038,30098676,202425
106046,30022351,202425
106061,30018298,202425
106092,30040569,202425
106116,30111586,202425
106127,30021310,202425
106130,30058242,202425
106137,10020922,202425
106151,10005163,202425
106153,30012747,202425
106193,10018510,202425
106205,30053118,202425
106206,10005938,202425
106222,30017212,202425
106234,30068500,202425
106272,10016624,202425
106278,10017077,202425
106279,30087362,202425
106283,30033582,202425
106292,30039062,202425
106303,30014588,202425
106315,30060278,202425
106323,30116621,202425
106325,10005965,202425
106342,10021520,202425
106356,30038391,202425
106409,30032506,202425
106412,30021120,202425
106427,30012235,202425
106431,30031775,202425
106432,30034100,202425
106491,10000091,202425
106500,10000428,202425
106529,30022023,202425
106561,30118632,202425
106582,10014009,202425
106594,30072663,202425
106616,30085911,202425
106626,30053716,202425
106633,30053731,202425
106639,30053728,202425
106643,30034457,202425
106650,30120467,202425
106653,30018362,202425
106660,30035492,202425
106682,30032861,202425
106683,30034269,202425
106697,30036366,202425
106703,10009608,202425
106726,30045299,202425
106739,30084754,202425
106742,10006334,202425
106743,10006475,202425
106747,30103607,202425
106755,30015390,202425
106766,10011015,202425
106773,10005543,202425
106776,30034012,202425
106783,10006547,202425
106795,30110406,202425
106806,10003893,202425
106817,30010618,202425
106819,30053830,202425
106826,30068286,202425
106842,30053853,202425
106849,30049750,202425
106867,30105053,202425
106876,30066733,202425
106893,10014669,202425
106917,30021186,202425
106925,10020373,202425
106931,30057205,202425
106945,30036032,202425
106959,10005558,202425
106971,30110082,202425
106986,30079366,202425
106995,10002485,202425
107030,30054000,202425
107039,10012162,202425
107044,30103755,202425
107084,30032189,202425
107086,30083006,202425
107095,30039128,202425
107108,30020265,202425
107135,10004460,202425
107138,30099715,202425
107144,30015367,202425
107164,30105684,202425
107166,30071291,202425
107169,30017608,202425
107181,10004956,202425
107185,10015506,202425
107207,30033414,202425
107245,10005519,202425
107257,30054186,202425
107312,30120161,202425
107324,30054235,202425
107364,10000450,202425
107386,30031959,202425
107396,30054288,202425
107409,30054300,202425
107435,30115629,202425
107450,30087486,202425
107463,30118418,202425
107486,30037853,202425
107493,10010821,202425
107503,30034389,202425
107519,30037536,202425
107521,30034619,202425
107529,30083462,202425
107558,30020910,202425
