fk_financial_year,month,pk_porg,pk_acount,pension_type_desc,pk_account,amt_debit,town
202425,3,130082,10006800,Health Card,10006800,23.89,Warrnambool
202425,3,147361,10006809,Social Security,10006809,23.89,Warrnambool
202425,3,152600,30111648,Health Card,30111648,25.48,Warrnambool
202425,3,129620,10006820,Social Security,10006820,24.41,Warrnambool
202425,3,163857,10006822,Health Card,10006822,41.74,Warrnambool
202425,3,39577,10006823,Health Card,10006823,24.41,Warrnambool
202425,3,39577,10006823,Health Card,10006823,156.69,Warrnambool
202425,3,88952,30114599,Social Security,30114599,56.77,Warrnambool
202425,3,52753,10006858,Social Security,10006858,82.17,Warrnambool
202425,3,52753,10006858,Social Security,10006858,165.59,Warrnambool
202425,3,35044,10006865,Social Security,10006865,160.36,Warrnambool
202425,3,6969,10006868,Social Security,10006868,53.07,Warrnambool
202425,3,6975,10006874,Social Security,10006874,0,Warrnambool
202425,3,103524,30112949,Health Card,30112949,6.66,Warrnambool
202425,3,34605,10005925,Social Security,10005925,23.63,Warrnambool
202425,3,51069,10005940,Health Card,10005940,52.44,Warrnambool
202425,3,103739,30087147,Social Security,30087147,0,Warrnambool
202425,3,6125,10006024,Social Security,10006024,153.39,Warrnambool
202425,3,122306,10006038,Social Security,10006038,254.99,Warrnambool
202425,3,122306,10006038,Social Security,10006038,137.04,Warrnambool
202425,3,124240,30107522,Social Security,30107522,211.72,Warrnambool
202425,3,138532,30112771,Social Security,30112771,75.65,Warrnambool
202425,3,119298,30064785,Social Security,30064785,42.48,Warrnambool
202425,3,153311,10006894,Social Security,10006894,33.79,Warrnambool
202425,3,153311,10006894,Social Security,10006894,160.36,Warrnambool
202425,3,53745,30046016,Health Card,30046016,0,Warrnambool
202425,3,50751,30012339,Health Card,30012339,11.62,Warrnambool
202425,3,161626,30117610,Health Card,30117610,264.5,Warrnambool
202425,3,27423,30002423,Social Security,30002423,56.77,Warrnambool
202425,3,6157,10006056,Social Security,10006056,158.62,Warrnambool
202425,3,6165,10006064,Social Security,10006064,0,Warrnambool
202425,3,99341,10006070,Social Security,10006070,143.76,Warrnambool
202425,3,11475,10006072,Social Security,10006072,27.28,Warrnambool
202425,3,118765,30099687,Health Card,30099687,163.18,Warrnambool
202425,3,42581,10006084,Social Security,10006084,23.63,Warrnambool
202425,3,42581,10006084,Social Security,10006084,27.28,Warrnambool
202425,3,36601,30094760,Health Card,30094760,13.77,Warrnambool
202425,3,30751,10006919,Health Card,10006919,0,Warrnambool
202425,3,7023,10006922,Social Security,10006922,23.63,Warrnambool
202425,3,155916,30105050,Social Security,30105050,0,Warrnambool
202425,3,27108,30002108,Health Card,30002108,8.43,Warrnambool
202425,3,14665,30109536,Social Security,30109536,3.37,Warrnambool
202425,3,35083,10006960,Health Card,10006960,158.62,Warrnambool
202425,3,7065,10006964,Health Card,10006964,23.63,Warrnambool
202425,3,7065,10006964,Health Card,10006964,148.81,Warrnambool
202425,3,42581,10006084,Social Security,10006084,158.62,Warrnambool
202425,3,51091,30012616,Social Security,30012616,16.86,Warrnambool
202425,3,92795,10006093,Social Security,10006093,65.34,Warrnambool
202425,3,34696,10006109,Social Security,10006109,0,Warrnambool
202425,3,126943,30073375,Social Security,30073375,5.05,Warrnambool
202425,3,55350,10006128,Health Card,10006128,479.68,Warrnambool
202425,3,55350,10006128,Health Card,10006128,160.36,Warrnambool
202425,3,97931,10006129,Social Security,10006129,196.89,Warrnambool
202425,3,7067,10006966,Health Card,10006966,299.3,Warrnambool
202425,3,7067,10006966,Health Card,10006966,158.62,Warrnambool
202425,3,98602,10006980,Social Security,10006980,95.02,Warrnambool
202425,3,33950,10006981,Social Security,10006981,23.63,Warrnambool
202425,3,33950,10006981,Social Security,10006981,18.54,Warrnambool
202425,3,163857,10006822,Health Card,10006822,24.41,Warrnambool
202425,3,163857,10006822,Health Card,10006822,163.84,Warrnambool
202425,3,167927,30119983,Health Card,30119983,65.32,Warrnambool
202425,3,168535,10016913,Health Card,10016913,162.1,Cobden
202425,3,168365,30120358,Health Card,30120358,44.5,Warrnambool
202425,3,165826,10015448,Health Card,10015448,69.13,Terang
202425,3,163327,10018987,Health Card,10018987,50.91,Derrinallum
202425,3,160220,10006359,Health Card,10006359,23.63,Warrnambool
202425,3,160220,10006359,Health Card,10006359,3.37,Warrnambool
202425,3,160220,10006359,Health Card,10006359,140.38,Warrnambool
202425,3,162095,10012093,Health Card,10012093,24.41,Warrnambool
202425,3,162095,10012093,Health Card,10012093,19.94,Warrnambool
202425,3,162095,10012093,Health Card,10012093,161.46,Warrnambool
202425,3,151135,10018968,Health Card,10018968,0,Lismore
202425,3,151187,10018213,Health Card,10018213,64.65,Koroit
202425,3,151187,10018213,Health Card,10018213,156.87,Koroit
202425,3,151195,10018199,Health Card,10018199,18.52,Koroit
202425,3,151256,10009139,Health Card,10009139,162.1,Warrnambool
202425,3,151378,30099807,Health Card,30099807,0,Terang
202425,3,155167,30115499,Health Card,30115499,33.72,Warrnambool
202425,3,155194,10019650,Health Card,10019650,147.48,Mortlake
202425,3,168394,30120359,Health Card,30120359,74.84,Warrnambool
202425,3,146627,10009755,Health Card,10009755,23.12,Warrnambool
202425,3,146627,10009755,Health Card,10009755,31.13,Warrnambool
202425,3,146627,10009755,Health Card,10009755,155.13,Warrnambool
202425,3,139617,10016652,Health Card,10016652,64.03,Cobden
202425,3,139617,10016652,Health Card,10016652,23.63,Cobden
202425,3,139617,10016652,Health Card,10016652,158.62,Cobden
202425,3,139842,10009561,Health Card,10009561,19.39,Warrnambool
202425,3,145750,10009702,Health Card,10009702,137.01,Warrnambool
202425,3,142414,10013328,Health Card,10013328,0,Warrnambool
202425,3,142227,10018739,Health Card,10018739,24.67,Lismore
202425,3,135641,30083688,Health Card,30083688,53.41,Warrnambool
202425,3,135867,30082658,Health Card,30082658,0,Warrnambool
202425,3,135949,10006563,Health Card,10006563,107.75,Warrnambool
202425,3,137710,30088568,Health Card,30088568,0,Warrnambool
202425,3,132395,30118750,Health Card,30118750,0,Warrnambool
202425,3,132785,10007106,Health Card,10007106,23.63,Warrnambool
202425,3,132785,10007106,Health Card,10007106,158.62,Warrnambool
202425,3,135021,30081807,Health Card,30081807,0,Warrnambool
202425,3,136709,10015877,Health Card,10015877,0,Noorat
202425,3,137221,10018746,Health Card,10018746,24.67,Lismore
202425,3,129258,10007271,Health Card,10007271,77.57,Warrnambool
202425,3,129258,10007271,Health Card,10007271,23.38,Warrnambool
202425,3,129258,10007271,Health Card,10007271,134.13,Warrnambool
202425,3,126512,30114116,Health Card,30114116,682.71,Warrnambool
202425,3,126512,30114116,Health Card,30114116,9.8,Warrnambool
202425,3,127318,30106212,Health Card,30106212,183.63,Warrnambool
202425,3,127809,10018693,Health Card,10018693,9.27,Lismore
202425,3,127810,10015731,Health Card,10015731,147.23,Terang
202425,3,127810,10015731,Health Card,10015731,151.64,Terang
202425,3,125105,30071548,Health Card,30071548,98.08,Warrnambool
202425,3,125725,10018264,Health Card,10018264,0,Koroit
202425,3,124190,30070401,Health Card,30070401,270.34,Allansford
202425,3,123396,30117171,Health Card,30117171,131.25,Warrnambool
202425,3,122648,30095636,Health Card,30095636,0,Noorat
202425,3,122870,30108695,Health Card,30108695,171.48,Terang
202425,3,121953,30068442,Health Card,30068442,1.98,Warrnambool
202425,3,121953,30068442,Health Card,30068442,160.47,Warrnambool
202425,3,122062,10011411,Health Card,10011411,0,Warrnambool
202425,3,121243,30117609,Health Card,30117609,0,Allansford
202425,3,112337,30114127,Health Card,30114127,244.17,Warrnambool
202425,3,112469,10016615,Health Card,10016615,35.62,Cobden
202425,3,112469,10016615,Health Card,10016615,756.81,Cobden
202425,3,112469,10016615,Health Card,10016615,70.21,Cobden
202425,3,112469,10016615,Health Card,10016615,302.15,Cobden
202425,3,112148,30099016,Health Card,30099016,0,Warrnambool
202425,3,109387,30109074,Health Card,30109074,141.62,Warrnambool
202425,3,102714,10006862,Health Card,10006862,24.67,Warrnambool
202425,3,106867,30105053,Health Card,30105053,0,Warrnambool
202425,3,106893,10014669,Health Card,10014669,120.41,Terang
202425,3,106893,10014669,Health Card,10014669,153.39,Terang
202425,3,108360,10006275,Health Card,10006275,23.63,Warrnambool
202425,3,108360,10006275,Health Card,10006275,21.07,Warrnambool
202425,3,108152,10006813,Health Card,10006813,2.53,Warrnambool
202425,3,108152,10006813,Health Card,10006813,144.04,Warrnambool
202425,3,103764,30106441,Health Card,30106441,182.03,Warrnambool
202425,3,102191,30049124,Health Card,30049124,90,Warrnambool
202425,3,97241,30112655,Health Card,30112655,543.66,Warrnambool
202425,3,162607,10019197,Health Card,10019197,165.95,Mortlake
202425,3,162607,10019197,Health Card,10019197,47.27,Mortlake
202425,3,162607,10019197,Health Card,10019197,157.94,Mortlake
202425,3,96566,30093621,Health Card,30093621,56.99,Warrnambool
202425,3,93190,10006364,Health Card,10006364,395.95,Warrnambool
202425,3,93723,10010140,Health Card,10010140,39.1,Warrnambool
202425,3,93723,10010140,Health Card,10010140,170.81,Warrnambool
202425,3,99598,10006758,Health Card,10006758,0,Warrnambool
202425,3,99795,10007685,Health Card,10007685,23.89,Warrnambool
202425,3,99795,10007685,Health Card,10007685,25.36,Warrnambool
202425,3,99795,10007685,Health Card,10007685,160.36,Warrnambool
202425,3,99851,30059962,Health Card,30059962,17.75,Warrnambool
202425,3,81268,10009046,Health Card,10009046,22.08,Warrnambool
202425,3,81268,10009046,Health Card,10009046,21.96,Warrnambool
202425,3,71217,10006476,Health Card,10006476,70.6,Warrnambool
202425,3,74614,10009932,Health Card,10009932,143.14,Warrnambool
202425,3,52401,10007360,Health Card,10007360,158.62,Warrnambool
202425,3,51799,30013217,Health Card,30013217,0,Koroit
202425,3,50234,10006371,Health Card,10006371,5489.67,Warrnambool
202425,3,54986,10009058,Health Card,10009058,24.15,Warrnambool
202425,3,54218,10008534,Health Card,10008534,145.44,Warrnambool
202425,3,55442,30105883,Health Card,30105883,10.11,Warrnambool
202425,3,62359,10010284,Health Card,10010284,37.56,Warrnambool
202425,3,62359,10010284,Health Card,10010284,426.99,Warrnambool
202425,3,62466,10019737,Health Card,10019737,557.81,Mortlake
202425,3,53567,30059149,Health Card,30059149,25.29,Warrnambool
202425,3,52992,10011226,Health Card,10011226,0,Warrnambool
202425,3,39652,10016304,Health Card,10016304,70.88,Camperdown
202425,3,42100,30003942,Health Card,30003942,4.21,Lismore
202425,3,44300,10011994,Health Card,10011994,163.84,Warrnambool
202425,3,44300,10011994,Health Card,10011994,24.41,Warrnambool
202425,3,44300,10011994,Health Card,10011994,29.94,Warrnambool
202425,3,45643,10016664,Health Card,10016664,158.62,Cobden
202425,3,43353,10016938,Health Card,10016938,23.89,Cobden
202425,3,35613,10008047,Health Card,10008047,22.6,Warrnambool
202425,3,35613,10008047,Health Card,10008047,151.64,Warrnambool
202425,3,36071,10009191,Health Card,10009191,28.7,Warrnambool
202425,3,36047,10009143,Health Card,10009143,23.43,Warrnambool
202425,3,36047,10009143,Health Card,10009143,162.1,Warrnambool
202425,3,34606,10010768,Health Card,10010768,10.11,Warrnambool
202425,3,34606,10010768,Health Card,10010768,150.13,Warrnambool
202425,3,34606,10010768,Health Card,10010768,24.15,Warrnambool
202425,3,35083,10006960,Health Card,10006960,23.63,Warrnambool
202425,3,35083,10006960,Health Card,10006960,39.09,Warrnambool
202425,3,35175,10007149,Health Card,10007149,148.16,Warrnambool
202425,3,30109,10015948,Health Card,10015948,20.23,Simpson
202425,3,30109,10015948,Health Card,10015948,288.21,Simpson
202425,3,30109,10015948,Health Card,10015948,46.23,Simpson
202425,3,36525,10010161,Health Card,10010161,156.4,Warrnambool
202425,3,36525,10010161,Health Card,10010161,23.63,Warrnambool
202425,3,36525,10010161,Health Card,10010161,19.39,Warrnambool
202425,3,36590,10011889,Health Card,10011889,12.64,Warrnambool
202425,3,29213,10016506,Health Card,10016506,41,Cobden
202425,3,29213,10016506,Health Card,10016506,23.38,Cobden
202425,3,29241,10016916,Health Card,10016916,155.13,Cobden
202425,3,29241,10016916,Health Card,10016916,23.12,Cobden
202425,3,27526,30002526,Health Card,30002526,16.23,Warrnambool
202425,3,28707,10016659,Health Card,10016659,59.49,Cobden
202425,3,28078,30003078,Health Card,30003078,186.61,Terang
202425,3,25367,10017186,Health Card,10017186,36.18,Cobden
202425,3,25367,10017186,Health Card,10017186,23.12,Cobden
202425,3,25367,10017186,Health Card,10017186,155.13,Cobden
202425,3,12400,10012754,Health Card,10012754,23.63,Warrnambool
202425,3,14592,10014491,Health Card,10014491,0,Allansford
202425,3,16468,10016367,Health Card,10016367,60.69,Cobden
202425,3,16655,10016554,Health Card,10016554,23.89,Cobden
202425,3,16655,10016554,Health Card,10016554,177.52,Cobden
202425,3,16655,10016554,Health Card,10016554,160.36,Cobden
202425,3,14188,10014087,Health Card,10014087,0,Carlisle River
202425,3,13642,10013541,Health Card,10013541,24.15,Warrnambool
202425,3,13642,10013541,Health Card,10013541,44.79,Warrnambool
202425,3,13642,10013541,Health Card,10013541,162.1,Warrnambool
202425,3,13982,10013881,Health Card,10013881,134.95,Bostocks Creek
202425,3,10064,10009963,Health Card,10009963,152.35,Warrnambool
202425,3,10064,10009963,Health Card,10009963,16.86,Warrnambool
202425,3,10128,10010027,Health Card,10010027,23.38,Warrnambool
202425,3,10128,10010027,Health Card,10010027,116.3,Warrnambool
202425,3,10128,10010027,Health Card,10010027,156.87,Warrnambool
202425,3,16966,10016865,Health Card,10016865,131.79,Cobden
202425,3,16966,10016865,Health Card,10016865,23.38,Cobden
202425,3,16966,10016865,Health Card,10016865,156.87,Cobden
202425,3,17610,10017509,Health Card,10017509,30.27,Peterborough
202425,3,17610,10017509,Health Card,10017509,158.62,Peterborough
202425,3,17610,10017509,Health Card,10017509,42.71,Peterborough
202425,3,17775,10017674,Health Card,10017674,42.71,Peterborough
202425,3,17775,10017674,Health Card,10017674,21.52,Peterborough
202425,3,18559,10018458,Health Card,10018458,0,Koroit
202425,3,18698,10018597,Health Card,10018597,48.22,Larralea
202425,3,18698,10018597,Health Card,10018597,671.4,Larralea
202425,3,1695,10010592,Health Card,10010592,142.07,Warrnambool
202425,3,5664,10008647,Health Card,10008647,0,Warrnambool
202425,3,7103,10007002,Health Card,10007002,156.87,Warrnambool
202425,3,7103,10007002,Health Card,10007002,169.26,Warrnambool
202425,3,7546,10007445,Health Card,10007445,22.6,Warrnambool
202425,3,7546,10007445,Health Card,10007445,24.85,Warrnambool
202425,3,7824,10012414,Health Card,10012414,23.38,Warrnambool
202425,3,7824,10012414,Health Card,10012414,54.32,Warrnambool
202425,3,8082,10007981,Health Card,10007981,10.49,Warrnambool
202425,3,8400,10008299,Health Card,10008299,158.62,Warrnambool
202425,3,9086,10008985,Health Card,10008985,23.89,Warrnambool
202425,3,8358,10008257,Health Card,10008257,24.41,Warrnambool
202425,3,8358,10008257,Health Card,10008257,17.7,Warrnambool
202425,3,9266,10009165,Health Card,10009165,5.9,Warrnambool
202425,3,9266,10009165,Health Card,10009165,138.39,Warrnambool
202425,3,9250,10009149,Health Card,10009149,111.83,Warrnambool
202425,3,166040,30119741,Health Card,30119741,168.82,Mortlake
202425,3,166040,30119741,Health Card,30119741,1.23,Mortlake
202425,3,153782,10019090,Health Card,10019090,0,Derrinallum
202425,3,153317,30116970,Health Card,30116970,6.03,Mortlake
202425,3,156143,30105292,Health Card,30105292,2.64,Warrnambool
202425,3,158473,10016947,Health Card,10016947,20.23,Cobden
202425,3,158473,10016947,Health Card,10016947,154.22,Cobden
202425,3,158473,10016947,Health Card,10016947,23.12,Cobden
202425,3,158495,30120554,Health Card,30120554,16.87,Warrnambool
202425,3,159882,10007412,Health Card,10007412,22.86,Warrnambool
202425,3,159882,10007412,Health Card,10007412,6.74,Warrnambool
202425,3,157600,30106835,Health Card,30106835,0,Warrnambool
202425,3,158219,30107521,Health Card,30107521,61.72,Warrnambool
202425,3,151849,30116213,Health Card,30116213,11.97,Lismore
202425,3,150516,10014984,Health Card,10014984,20.23,Terang
202425,3,150516,10014984,Health Card,10014984,22.6,Terang
202425,3,152152,30114305,Health Card,30114305,0,Warrnambool
202425,3,144803,30092293,Health Card,30092293,25.29,Warrnambool
202425,3,144845,30113348,Health Card,30113348,0,Cobden
202425,3,143709,10019548,Health Card,10019548,22.86,Mortlake
202425,3,143709,10019548,Health Card,10019548,153.39,Mortlake
202425,3,150426,30109023,Health Card,30109023,89.78,Warrnambool
202425,3,149875,30112561,Health Card,30112561,130.52,Warrnambool
202425,3,139741,10018766,Health Card,10018766,6.57,Lismore
202425,3,142220,30118260,Health Card,30118260,18.54,Warrnambool
202425,3,141074,30112923,Health Card,30112923,35.4,Warrnambool
202425,3,133743,30109574,Health Card,30109574,40.94,Warrnambool
202425,3,134370,10006796,Health Card,10006796,24.15,Warrnambool
202425,3,134806,30099044,Health Card,30099044,26.13,Mortlake
202425,3,120107,10008965,Health Card,10008965,93.27,Warrnambool
202425,3,120107,10008965,Health Card,10008965,23.63,Warrnambool
202425,3,124688,30096097,Health Card,30096097,0,Mortlake
202425,3,124768,30071101,Health Card,30071101,21.92,Warrnambool
202425,3,130741,10007676,Health Card,10007676,160.36,Warrnambool
202425,3,130741,10007676,Health Card,10007676,23.89,Warrnambool
202425,3,125513,10009477,Health Card,10009477,148.16,Warrnambool
202425,3,125513,10009477,Health Card,10009477,22.08,Warrnambool
202425,3,125513,10009477,Health Card,10009477,20.83,Warrnambool
202425,3,121892,10016535,Health Card,10016535,23.38,Cobden
202425,3,121892,10016535,Health Card,10016535,15.17,Cobden
202425,3,121455,10018404,Health Card,10018404,0,Koroit
202425,3,121510,10012378,Health Card,10012378,24.41,Warrnambool
202425,3,121510,10012378,Health Card,10012378,147.01,Warrnambool
202425,3,120510,30113255,Health Card,30113255,238.87,Warrnambool
202425,3,120787,10017825,Health Card,10017825,0,Caramut
202425,3,116728,30105143,Health Card,30105143,0,Koroit
202425,3,114081,30002648,Health Card,30002648,73.15,Warrnambool
202425,3,113918,10010479,Health Card,10010479,22.6,Warrnambool
202425,3,113918,10010479,Health Card,10010479,151.64,Warrnambool
202425,3,113918,10010479,Health Card,10010479,38.34,Warrnambool
202425,3,105804,10015740,Health Card,10015740,22.6,Terang
202425,3,105804,10015740,Health Card,10015740,21.42,Terang
202425,3,107637,10013752,Health Card,10013752,0,Warrnambool
202425,3,108327,10019489,Health Card,10019489,23.89,Mortlake
202425,3,106876,30066733,Health Card,30066733,273.71,Warrnambool
202425,3,106193,10018510,Health Card,10018510,0,Koroit
202425,3,106205,30053118,Health Card,30053118,154.71,Warrnambool
202425,3,106272,10016624,Health Card,10016624,15.17,Cobden
202425,3,106272,10016624,Health Card,10016624,150.67,Cobden
202425,3,97439,30045094,Health Card,30045094,0,Warrnambool
202425,3,99004,30067769,Health Card,30067769,41.2,Warrnambool
202425,3,55150,30058913,Health Card,30058913,82.59,Warrnambool
202425,3,51503,10019194,Health Card,10019194,73.36,Mortlake
202425,3,51503,10019194,Health Card,10019194,21.85,Mortlake
202425,3,51503,10019194,Health Card,10019194,412.94,Mortlake
202425,3,51300,30106712,Health Card,30106712,0,Warrnambool
202425,3,50870,30113189,Health Card,30113189,20.23,Warrnambool
202425,3,50293,10013684,Health Card,10013684,23.63,Warrnambool
202425,3,50293,10013684,Health Card,10013684,102.77,Warrnambool
202425,3,50293,10013684,Health Card,10013684,158.62,Warrnambool
202425,3,53856,10010504,Health Card,10010504,23.63,Warrnambool
202425,3,53856,10010504,Health Card,10010504,153.03,Warrnambool
202425,3,53350,30115273,Health Card,30115273,131.13,Warrnambool
202425,3,49303,10010833,Health Card,10010833,143.08,Warrnambool
202425,3,49303,10010833,Health Card,10010833,23.38,Warrnambool
202425,3,44850,10019031,Health Card,10019031,0,Derrinallum
202425,3,50577,10010516,Health Card,10010516,0,Warrnambool
202425,3,43557,10008017,Health Card,10008017,157.53,Warrnambool
202425,3,43557,10008017,Health Card,10008017,16.01,Warrnambool
202425,3,38460,10015542,Health Card,10015542,0,Terang
202425,3,38686,10017143,Health Card,10017143,32.57,Cobden
202425,3,38686,10017143,Health Card,10017143,156.87,Cobden
202425,3,38686,10017143,Health Card,10017143,23.38,Cobden
202425,3,38226,10015092,Health Card,10015092,236,Terang
202425,3,38226,10015092,Health Card,10015092,45.72,Terang
202425,3,38226,10015092,Health Card,10015092,270.38,Terang
202425,3,38240,10014236,Health Card,10014236,23.89,Allansford
202425,3,38240,10014236,Health Card,10014236,671.63,Allansford
202425,3,38240,10014236,Health Card,10014236,160.36,Allansford
202425,3,39266,10008537,Health Card,10008537,65.98,Warrnambool
202425,3,39266,10008537,Health Card,10008537,160.36,Warrnambool
202425,3,39266,10008537,Health Card,10008537,23.89,Warrnambool
202425,3,35933,10007758,Health Card,10007758,31.13,Warrnambool
202425,3,35775,10008372,Health Card,10008372,65.26,Warrnambool
202425,3,35109,10007014,Health Card,10007014,23.38,Warrnambool
202425,3,35109,10007014,Health Card,10007014,17.7,Warrnambool
202425,3,35539,10007888,Health Card,10007888,151.64,Warrnambool
202425,3,35178,10007161,Health Card,10007161,199.06,Warrnambool
202425,3,35068,10011441,Health Card,10011441,161.93,Warrnambool
202425,3,35068,10011441,Health Card,10011441,24.15,Warrnambool
202425,3,30171,10016507,Health Card,10016507,23.38,Cobden
202425,3,30171,10016507,Health Card,10016507,10.11,Cobden
202425,3,30904,30002320,Health Card,30002320,28.66,Warrnambool
202425,3,30716,30095920,Health Card,30095920,32.03,Warrnambool
202425,3,36078,10009206,Health Card,10009206,67.81,Warrnambool
202425,3,36078,10009206,Health Card,10009206,147.84,Warrnambool
202425,3,36502,10008173,Health Card,10008173,47.27,Warrnambool
202425,3,37035,10011234,Health Card,10011234,119.23,Warrnambool
202425,3,37164,10011462,Health Card,10011462,0,Warrnambool
202425,3,13850,10013749,NULL,10013749,188.51,Warrnambool
202425,3,13850,10013751,NULL,10013751,142.11,Warrnambool
202425,3,13850,10013748,NULL,10013748,48.31,Warrnambool
202425,3,13850,10013749,NULL,10013749,142.11,Warrnambool
202425,3,13850,10013751,NULL,10013751,48.31,Warrnambool
202425,3,13990,10013889,NULL,10013889,85.9,Cobrico
202425,3,13991,10013890,NULL,10013890,0.25,Cobrico
202425,3,14481,10015974,NULL,10015974,329.28,Simpson
202425,3,14481,10015974,NULL,10015974,82.37,Simpson
202425,3,14481,10017059,NULL,10017059,137.04,Cobden
202425,3,14481,10017059,NULL,10017059,69.7,Cobden
202425,3,14481,10017059,NULL,10017059,10.33,Cobden
202425,3,11773,10013520,NULL,10013520,48.31,Warrnambool
202425,3,16643,10016542,NULL,10016542,136,Cobden
202425,3,16643,10016542,NULL,10016542,4727.97,Cobden
202425,3,16643,10016542,NULL,10016542,689.56,Cobden
202425,3,16643,10016783,NULL,10016783,139.05,Cobden
202425,3,16643,10016783,NULL,10016783,7.75,Cobden
202425,3,16652,10016551,NULL,10016551,70.97,Cobden
202425,3,16652,10016551,NULL,10016551,554.26,Cobden
202425,3,16652,10016551,NULL,10016551,142.11,Cobden
202425,3,16652,10016551,NULL,10016551,252.08,Cobden
202425,3,16654,10016553,NULL,10016553,46.76,Cobden
202425,3,16654,10016553,NULL,10016553,137.52,Cobden
202425,3,16654,10017181,NULL,10017181,139.05,Cobden
202425,3,16654,10017122,NULL,10017122,46.48,Cobden
202425,3,16654,10017122,NULL,10017122,47.27,Cobden
202425,3,16654,10017181,NULL,10017181,10.33,Cobden
202425,3,19001,10018900,NULL,10018900,3.09,Lismore
202425,3,19083,10018982,NULL,10018982,224.37,Derrinallum
202425,3,14587,10014486,NULL,10014486,2.58,Allansford
202425,3,14587,10014486,NULL,10014486,131.41,Allansford
202425,3,15574,10015473,NULL,10015473,0,Noorat
202425,3,15591,10015490,NULL,10015490,0,Glenormiston South
202425,3,16081,10015980,NULL,10015980,1044.53,Simpson
202425,3,21674,10008607,NULL,10008607,48.31,Warrnambool
202425,3,21674,10008607,NULL,10008607,12.91,Warrnambool
202425,3,21674,10008607,NULL,10008607,142.11,Warrnambool
202425,3,21674,10008607,NULL,10008607,84.02,Warrnambool
202425,3,51058,10013683,NULL,10013683,529.37,Warrnambool
202425,3,103213,10009825,NULL,10009825,137.52,Warrnambool
202425,3,103214,10008932,NULL,10008932,136,Warrnambool
202425,3,103214,10008846,NULL,10008846,45.2,Warrnambool
202425,3,103214,10007433,NULL,10007433,132.94,Warrnambool
202425,3,103214,10007170,NULL,10007170,142.11,Warrnambool
202425,3,103214,10007170,NULL,10007170,48.31,Warrnambool
202425,3,103214,10008932,NULL,10008932,46.24,Warrnambool
202425,3,103214,10007822,NULL,10007822,143.63,Warrnambool
202425,3,103214,10007433,NULL,10007433,45.2,Warrnambool
202425,3,103214,10012855,NULL,10012855,47.27,Warrnambool
202425,3,103214,10012256,NULL,10012256,48.83,Warrnambool
202425,3,103214,10012256,NULL,10012256,39.51,Warrnambool
202425,3,103214,10012256,NULL,10012256,143.63,Warrnambool
202425,3,103214,10012855,NULL,10012855,139.05,Warrnambool
202425,3,145241,10013900,NULL,10013900,0,Carlisle River
202425,3,145241,10019094,NULL,10019094,4.68,Derrinallum
202425,3,3751,10009338,NULL,10009338,140.58,Warrnambool
202425,3,3751,10009338,NULL,10009338,249.37,Warrnambool
202425,3,3751,10009338,NULL,10009338,38.84,Warrnambool
202425,3,3751,10009339,NULL,10009339,47.79,Warrnambool
202425,3,3751,10009339,NULL,10009339,140.58,Warrnambool
202425,3,4711,30071433,NULL,30071433,33.72,Warrnambool
202425,3,7728,10007627,NULL,10007627,72.02,Warrnambool
202425,3,7728,10007627,NULL,10007627,123.52,Warrnambool
202425,3,7728,10007627,NULL,10007627,46.48,Warrnambool
202425,3,7731,10007630,NULL,10007630,142.11,Warrnambool
202425,3,7731,10007630,NULL,10007630,2160.91,Warrnambool
202425,3,7731,10007630,NULL,10007630,1272.32,Warrnambool
202425,3,7731,10007630,NULL,10007630,624.92,Warrnambool
202425,3,7731,10007630,NULL,10007630,280.87,Warrnambool
202425,3,8157,10008056,NULL,10008056,45.2,Warrnambool
202425,3,8157,10008056,NULL,10008056,132.94,Warrnambool
202425,3,17077,10016976,NULL,10016976,46.76,Cobden
202425,3,17077,10016976,NULL,10016976,68.68,Cobden
202425,3,17077,10016601,NULL,10016601,137.52,Cobden
202425,3,17077,10016976,NULL,10016976,137.52,Cobden
202425,3,17559,10017458,NULL,10017458,2.58,Purnim
202425,3,19070,10018969,NULL,10018969,457.07,Lismore
202425,3,19657,10019556,NULL,10019556,46.24,Mortlake
202425,3,16344,10016243,NULL,10016243,5.65,Bookaar
202425,3,13075,10012974,NULL,10012974,114.59,Warrnambool
202425,3,13075,10012974,NULL,10012974,72.02,Warrnambool
202425,3,13075,10012974,NULL,10012974,1032.15,Warrnambool
202425,3,13075,10012974,NULL,10012974,126.04,Warrnambool
202425,3,12869,10012768,NULL,10012768,139.05,Warrnambool
202425,3,12869,10012768,NULL,10012768,664.96,Warrnambool
202425,3,12869,10012768,NULL,10012768,69.44,Warrnambool
202425,3,19920,10017766,NULL,10017766,599.29,Peterborough
202425,3,19920,10017766,NULL,10017766,139.05,Peterborough
202425,3,102308,10010309,NULL,10010309,46.76,Warrnambool
202425,3,102308,10010309,NULL,10010309,137.52,Warrnambool
202425,3,102308,10006889,NULL,10006889,0.42,Warrnambool
202425,3,132045,10019354,NULL,10019354,46.24,Mortlake
202425,3,132045,10019354,NULL,10019354,113.62,Mortlake
202425,3,944,10016524,NULL,10016524,47.79,Cobden
202425,3,944,10016524,NULL,10016524,105.87,Cobden
202425,3,944,10016524,NULL,10016524,140.58,Cobden
202425,3,7733,10007632,NULL,10007632,48.31,Warrnambool
202425,3,7733,10007632,NULL,10007632,142.11,Warrnambool
202425,3,13538,10013434,NULL,10013434,265.84,Warrnambool
