fk_financial_year,month,pk_porg,pk_acount,pension_type_desc,pk_account,amt_debit,town
202425,3,68406,30023715,Social Security,30023715,16.86,Portland
202425,3,63697,30023720,Social Security,30023720,23.12,Portland
202425,3,152782,30023740,Health Card,30023740,22.86,Portland
202425,3,152782,30023740,Health Card,30023740,157.17,Portland
202425,3,159360,30023765,Social Security,30023765,158.62,Portland
202425,3,65718,30023803,Health Card,30023803,22.6,Portland
202425,3,166086,30117494,Health Card,30117494,67.13,Portland
202425,3,70976,30023809,Social Security,30023809,79.94,Portland
202425,3,138572,30114560,Health Card,30114560,0,Portland
202425,3,90085,30023819,Health Card,30023819,23.12,Portland
202425,3,105763,30023846,Social Security,30023846,155.13,Portland
202425,3,65753,30023854,Social Security,30023854,148.32,Portland
202425,3,140359,30023857,Health Card,30023857,22.7,Portland
202425,3,129841,30023859,Social Security,30023859,155.13,Portland
202425,3,107164,30105684,Social Security,30105684,0,Portland
202425,3,68518,30023928,Social Security,30023928,85.31,Portland
202425,3,68518,30023928,Social Security,30023928,156.87,Portland
202425,3,64491,30023942,Health Card,30023942,158.62,Portland
202425,3,65812,30023945,Social Security,30023945,41,Portland
202425,3,65812,30023945,Social Security,30023945,156.87,Portland
202425,3,65829,30023965,Social Security,30023965,148.81,Portland
202425,3,64009,30023968,Social Security,30023968,23.63,Portland
202425,3,64009,30023968,Social Security,30023968,17.7,Portland
202425,3,158583,30024011,Social Security,30024011,23.63,Portland
202425,3,65901,30024048,Social Security,30024048,23.63,Portland
202425,3,65901,30024048,Social Security,30024048,158.62,Portland
202425,3,102145,30024058,Veteran,30024058,152.19,Portland
202425,3,68121,30024073,Social Security,30024073,152.19,Portland
202425,3,70198,30075137,Social Security,30075137,25.7,Portland
202425,3,65971,30024148,Health Card,30024148,95.2,Portland
202425,3,65971,30024148,Health Card,30024148,3.65,Portland
202425,3,65031,30024174,Health Card,30024174,23.63,Portland
202425,3,65031,30024174,Health Card,30024174,35.71,Portland
202425,3,103785,30024184,Social Security,30024184,23.63,Portland
202425,3,152065,30024186,Social Security,30024186,158.62,Portland
202425,3,66007,30024206,Social Security,30024206,22.86,Portland
202425,3,66007,30024206,Social Security,30024206,17.7,Portland
202425,3,151080,30024221,Social Security,30024221,0,Portland
202425,3,75264,30024234,Social Security,30024234,39.8,Portland
202425,3,66025,30024237,Health Card,30024237,140.08,Portland
202425,3,70347,30024244,Social Security,30024244,63.7,Portland
202425,3,74945,30024257,Health Card,30024257,100.01,Portland
202425,3,66057,30024274,Social Security,30024274,22.86,Portland
202425,3,75763,30024278,Social Security,30024278,0,Portland
202425,3,74716,30024425,Health Card,30024425,163.84,Portland
202425,3,94553,30024479,Social Security,30024479,0,Portland
202425,3,66206,30024486,Social Security,30024486,23.12,Portland
202425,3,66206,30024486,Social Security,30024486,37.87,Portland
202425,3,66206,30024486,Social Security,30024486,155.13,Portland
202425,3,132872,30024490,Health Card,30024490,11.8,Portland
202425,3,132872,30024490,Health Card,30024490,145.79,Portland
202425,3,122,10000021,Veteran,10000021,0,Warrnambool
202425,3,158218,10000028,Social Security,10000028,24.41,Warrnambool
202425,3,126697,30073109,Social Security,30073109,17.7,Warrnambool
202425,3,113001,30010072,Social Security,30010072,0,Warrnambool
202425,3,99033,30082641,Health Card,30082641,0,Warrnambool
202425,3,158218,10000028,Social Security,10000028,62.14,Warrnambool
202425,3,158218,10000028,Social Security,10000028,163.84,Warrnambool
202425,3,27733,30088690,Social Security,30088690,0,Warrnambool
202425,3,152050,30100698,Health Card,30100698,0,Warrnambool
202425,3,51255,30009873,Health Card,30009873,0,Warrnambool
202425,3,51094,30099033,Social Security,30099033,0,Warrnambool
202425,3,27662,30084683,Social Security,30084683,3.37,Warrnambool
202425,3,151828,30110449,Health Card,30110449,2.53,Warrnambool
202425,3,47547,10000112,Health Card,10000112,208.99,Warrnambool
202425,3,111589,30057809,Social Security,30057809,0.89,Warrnambool
202425,3,89739,30095907,Health Card,30095907,0,Warrnambool
202425,3,76426,30079544,Social Security,30079544,0,Warrnambool
202425,3,43027,30076261,Social Security,30076261,116.55,Warrnambool
202425,3,27593,30108395,Social Security,30108395,44.81,Warrnambool
202425,3,151348,10000110,Social Security,10000110,0,Warrnambool
202425,3,43955,30075154,Social Security,30075154,3.37,Warrnambool
202425,3,282,10000181,Social Security,10000181,44.41,Warrnambool
202425,3,51980,30001086,Social Security,30001086,0,Warrnambool
202425,3,165959,30013053,Health Card,30013053,0,Warrnambool
202425,3,123636,30106361,Health Card,30106361,0,Warrnambool
202425,3,252,10000151,Social Security,10000151,0,Warrnambool
202425,3,49174,10000160,Social Security,10000160,0,Warrnambool
202425,3,120824,30104523,Social Security,30104523,262.67,Warrnambool
202425,3,282,10000181,Social Security,10000181,75,Warrnambool
202425,3,282,10000181,Social Security,10000181,182.91,Warrnambool
202425,3,52324,10000190,Social Security,10000190,0,Warrnambool
202425,3,115746,30114578,Social Security,30114578,120.46,Warrnambool
202425,3,26638,10000196,Social Security,10000196,0,Warrnambool
202425,3,133381,30120194,Health Card,30120194,97.2,Warrnambool
202425,3,132212,10000256,Social Security,10000256,0,Warrnambool
202425,3,41203,10000268,Social Security,10000268,0,Dennington
202425,3,103378,10000284,Social Security,10000284,0,Warrnambool
202425,3,32123,10000302,Social Security,10000302,41.02,Warrnambool
202425,3,42305,10000306,Social Security,10000306,0,Warrnambool
202425,3,10164,10000367,Social Security,10000367,0,Warrnambool
202425,3,322,10000221,Social Security,10000221,25.36,Warrnambool
202425,3,32123,10000302,Social Security,10000302,158.62,Warrnambool
202425,3,417,10000316,Social Security,10000316,0,Warrnambool
202425,3,2118,10000477,Social Security,10000477,11.73,Warrnambool
202425,3,12073,10000517,Social Security,10000517,24.15,Dennington
202425,3,32170,10000448,Social Security,10000448,0,Warrnambool
202425,3,52588,10000502,Health Card,10000502,0,Warrnambool
202425,3,684,10000583,Social Security,10000583,23.89,Warrnambool
202425,3,12073,10000517,Social Security,10000517,1031.95,Dennington
202425,3,619,10000518,Social Security,10000518,1.12,Dennington
202425,3,124704,10000578,Social Security,10000578,214.24,Warrnambool
202425,3,684,10000583,Social Security,10000583,9.27,Warrnambool
202425,3,690,10000589,Social Security,10000589,21.94,Warrnambool
202425,3,690,10000589,Social Security,10000589,185.26,Warrnambool
202425,3,32272,10000643,Health Card,10000643,23.89,Warrnambool
202425,3,32272,10000643,Health Card,10000643,17.7,Warrnambool
202425,3,32272,10000643,Health Card,10000643,156.22,Warrnambool
202425,3,26261,30001261,Social Security,30001261,18.54,Warrnambool
202425,3,120688,30070662,Health Card,30070662,0,Dennington
202425,3,829,10000728,Social Security,10000728,23.89,Warrnambool
202425,3,829,10000728,Social Security,10000728,73.73,Warrnambool
202425,3,829,10000728,Social Security,10000728,160.22,Warrnambool
202425,3,19733,10000731,Social Security,10000731,21.07,Warrnambool
202425,3,149372,10000738,Social Security,10000738,0,Warrnambool
202425,3,26358,30042926,Health Card,30042926,0,Warrnambool
202425,3,32314,10000740,Social Security,10000740,24.41,Warrnambool
202425,3,32314,10000740,Social Security,10000740,163.84,Warrnambool
202425,3,867,10000766,Health Card,10000766,141.56,Warrnambool
202425,3,867,10000766,Health Card,10000766,165.59,Warrnambool
202425,3,50917,30119301,Social Security,30119301,125.56,Warrnambool
202425,3,32314,10000740,Social Security,10000740,34.99,Warrnambool
202425,3,867,10000766,Health Card,10000766,24.67,Warrnambool
202425,3,900,10000799,Social Security,10000799,32.34,Warrnambool
202425,3,140844,10000774,Health Card,10000774,0,Warrnambool
202425,3,123391,30069424,Social Security,30069424,0,Warrnambool
202425,3,128714,30075158,Social Security,30075158,3.37,Warrnambool
202425,3,32370,10000834,Health Card,10000834,0,Dennington
202425,3,1005,10000904,Health Card,10000904,0,Warrnambool
202425,3,900,10000799,Social Security,10000799,17.08,Warrnambool
202425,3,53968,10000860,Social Security,10000860,0,Warrnambool
202425,3,44138,10000862,Health Card,10000862,0,Warrnambool
202425,3,970,10000869,Social Security,10000869,0,Warrnambool
202425,3,32410,10000898,Social Security,10000898,0,Warrnambool
202425,3,32417,10000907,Social Security,10000907,0,Warrnambool
202425,3,149196,30097377,Social Security,30097377,0,Warrnambool
202425,3,147786,10000929,Social Security,10000929,0,Warrnambool
202425,3,42660,10000931,Health Card,10000931,0,Warrnambool
202425,3,138931,30098668,Social Security,30098668,88.6,Warrnambool
202425,3,1061,10000960,Veteran,10000960,24.67,Warrnambool
202425,3,1061,10000960,Veteran,10000960,56.34,Warrnambool
202425,3,157399,10001012,Social Security,10001012,0,Warrnambool
202425,3,162838,30116057,Health Card,30116057,282.48,Warrnambool
202425,3,26234,30054651,Social Security,30054651,0,Warrnambool
202425,3,43837,30005131,Health Card,30005131,53.14,Warrnambool
202425,3,116835,30094494,Social Security,30094494,0,Warrnambool
202425,3,105386,30097800,Social Security,30097800,0,Warrnambool
202425,3,34780,30093132,Social Security,30093132,0,Warrnambool
202425,3,96737,10001091,NULL,10001091,140.58,Warrnambool
202425,3,4595,10001016,Social Security,10001016,0,Warrnambool
202425,3,52872,30107769,Social Security,30107769,0,Warrnambool
202425,3,117456,30083373,Social Security,30083373,0,Warrnambool
202425,3,157310,10001094,Social Security,10001094,23.89,Warrnambool
202425,3,157310,10001094,Social Security,10001094,160.36,Warrnambool
202425,3,8521,10001114,Health Card,10001114,151.63,Warrnambool
202425,3,135200,10001124,Social Security,10001124,24.41,Warrnambool
202425,3,134797,30091256,Social Security,30091256,11.8,Warrnambool
202425,3,157310,10001094,Social Security,10001094,33.79,Warrnambool
202425,3,32500,10001100,Health Card,10001100,5.15,Warrnambool
202425,3,8521,10001114,Health Card,10001114,24.41,Warrnambool
202425,3,8521,10001114,Health Card,10001114,10.11,Warrnambool
202425,3,26003,30074528,Social Security,30074528,23.6,Warrnambool
202425,3,165220,30116372,Social Security,30116372,18.54,Warrnambool
202425,3,135200,10001124,Social Security,10001124,144.04,Warrnambool
202425,3,119088,30105244,Social Security,30105244,0,Warrnambool
202425,3,1281,10001180,Social Security,10001180,23.89,Warrnambool
202425,3,96234,30092992,Health Card,30092992,0,Warrnambool
202425,3,47230,30082016,Health Card,30082016,0,Warrnambool
202425,3,135513,30082361,Social Security,30082361,357.16,Warrnambool
202425,3,1281,10001180,Social Security,10001180,437.07,Warrnambool
202425,3,1281,10001180,Social Security,10001180,160.36,Warrnambool
202425,3,117655,10001194,Health Card,10001194,0,Warrnambool
202425,3,1333,10001232,Social Security,10001232,24.15,Warrnambool
202425,3,1333,10001232,Social Security,10001232,16.86,Warrnambool
202425,3,125719,30106747,Health Card,30106747,0,Warrnambool
202425,3,129538,10001181,Social Security,10001181,23.89,Warrnambool
202425,3,1298,10001197,Social Security,10001197,37.16,Warrnambool
202425,3,55580,30092067,Social Security,30092067,181.7,Warrnambool
202425,3,92808,30066216,Social Security,30066216,0,Warrnambool
202425,3,32566,10001240,Social Security,10001240,13.49,Warrnambool
202425,3,150755,30099145,Health Card,30099145,0,Warrnambool
202425,3,26101,30001037,Health Card,30001037,0,Warrnambool
202425,3,25624,30007231,Social Security,30007231,0,Warrnambool
202425,3,1397,10001296,Social Security,10001296,24.93,Warrnambool
202425,3,1397,10001296,Social Security,10001296,167.33,Warrnambool
202425,3,128881,30114390,Health Card,30114390,0,Warrnambool
202425,3,28803,10001288,Social Security,10001288,0,Warrnambool
202425,3,1397,10001296,Social Security,10001296,112.52,Warrnambool
202425,3,132259,30105377,Social Security,30105377,44.42,Warrnambool
202425,3,7117,10001308,Social Security,10001308,22.86,Warrnambool
202425,3,7117,10001308,Social Security,10001308,29.68,Warrnambool
202425,3,7117,10001308,Social Security,10001308,153.39,Warrnambool
202425,3,35535,10001327,Social Security,10001327,832.69,Warrnambool
202425,3,43790,10001367,Social Security,10001367,24.65,Warrnambool
202425,3,49793,10001325,Health Card,10001325,24.41,Warrnambool
202425,3,49793,10001325,Health Card,10001325,69.89,Warrnambool
202425,3,35535,10001327,Social Security,10001327,163.84,Warrnambool
202425,3,43790,10001367,Social Security,10001367,24.67,Warrnambool
202425,3,112789,10001370,Social Security,10001370,0,Warrnambool
202425,3,26265,10001378,Health Card,10001378,159.32,Warrnambool
202425,3,29551,10001379,Social Security,10001379,26.63,Warrnambool
202425,3,32619,10001372,Social Security,10001372,254.74,Warrnambool
202425,3,27751,30055821,Social Security,30055821,250.94,Warrnambool
202425,3,95155,10001375,Health Card,10001375,0,Warrnambool
202425,3,135091,10001380,Health Card,10001380,0,Warrnambool
202425,3,127827,30112396,Social Security,30112396,176.41,Warrnambool
202425,3,1513,10001412,Social Security,10001412,19.39,Warrnambool
202425,3,33702,10001450,Health Card,10001450,24.41,Warrnambool
202425,3,33702,10001450,Health Card,10001450,163.84,Warrnambool
202425,3,1560,10001459,Social Security,10001459,150.97,Warrnambool
202425,3,1563,10001462,Social Security,10001462,24.15,Warrnambool
202425,3,1563,10001462,Social Security,10001462,162.1,Warrnambool
202425,3,146454,10001468,Social Security,10001468,5.9,Warrnambool
202425,3,146454,10001468,Social Security,10001468,145.91,Warrnambool
202425,3,33702,10001450,Health Card,10001450,106.04,Warrnambool
202425,3,1560,10001459,Social Security,10001459,24.15,Warrnambool
202425,3,1563,10001462,Social Security,10001462,70.52,Warrnambool
202425,3,1568,10001467,Social Security,10001467,24.15,Warrnambool
202425,3,1568,10001467,Social Security,10001467,10.96,Warrnambool
202425,3,146454,10001468,Social Security,10001468,24.15,Warrnambool
202425,3,32666,10001487,Social Security,10001487,0,Dennington
202425,3,26762,30056773,Health Card,30056773,20.34,Warrnambool
202425,3,6537,10001475,Social Security,10001475,0,Warrnambool
202425,3,52174,10001489,Social Security,10001489,0,Dennington
202425,3,32683,10001529,Health Card,10001529,62.7,Warrnambool
202425,3,97005,10001530,Social Security,10001530,5.06,Warrnambool
202425,3,97005,10001530,Social Security,10001530,146.57,Warrnambool
202425,3,1632,10001531,Social Security,10001531,24.41,Warrnambool
202425,3,36977,10001512,Social Security,10001512,23.12,Warrnambool
202425,3,36977,10001512,Social Security,10001512,139.97,Warrnambool
202425,3,36977,10001512,Social Security,10001512,155.13,Warrnambool
202425,3,32683,10001529,Health Card,10001529,23.12,Warrnambool
202425,3,97005,10001530,Social Security,10001530,24.41,Warrnambool
202425,3,1632,10001531,Social Security,10001531,263.23,Warrnambool
202425,3,149827,10001539,Social Security,10001539,22.86,Warrnambool
202425,3,149827,10001539,Social Security,10001539,153.39,Warrnambool
202425,3,1659,10001558,Social Security,10001558,5567.05,Warrnambool
202425,3,1659,10001558,Social Security,10001558,228.76,Warrnambool
202425,3,1668,10001567,Social Security,10001567,165.59,Warrnambool
202425,3,122402,30079940,Social Security,30079940,0,Warrnambool
202425,3,25681,30000681,Social Security,30000681,0,Warrnambool
202425,3,53031,10001605,Social Security,10001605,0,Warrnambool
202425,3,155827,10001614,Social Security,10001614,0,Warrnambool
202425,3,26680,10001632,NULL,10001632,510.42,Warrnambool
202425,3,26680,10001632,NULL,10001632,393.54,Warrnambool
202425,3,1737,10001636,Social Security,10001636,155.13,Warrnambool
202425,3,138835,30085644,Health Card,30085644,57.71,Warrnambool
202425,3,43666,30005000,Social Security,30005000,0,Warrnambool
202425,3,1795,10001694,Social Security,10001694,0,Warrnambool
202425,3,1804,10001703,Health Card,10001703,0,Warrnambool
202425,3,32743,10001710,Veteran,10001710,164.11,Warrnambool
202425,3,131565,30078085,Social Security,30078085,26.13,Warrnambool
202425,3,1802,10001701,Social Security,10001701,0,Warrnambool
202425,3,32743,10001710,Veteran,10001710,24.67,Warrnambool
202425,3,32743,10001710,Veteran,10001710,21.07,Warrnambool
202425,3,1821,10001720,NULL,10001720,177,Warrnambool
202425,3,1821,10001722,NULL,10001722,145.16,Warrnambool
202425,3,1821,10001720,NULL,10001720,49.35,Warrnambool
202425,3,1821,10001722,NULL,10001722,49.35,Warrnambool
202425,3,1872,10001771,Health Card,10001771,53.01,Warrnambool
202425,3,1872,10001771,Health Card,10001771,153.39,Warrnambool
202425,3,1899,10001798,Social Security,10001798,163.84,Warrnambool
202425,3,45797,30099119,Social Security,30099119,0,Warrnambool
202425,3,28813,10001786,Social Security,10001786,24.41,Warrnambool
202425,3,28813,10001786,Social Security,10001786,67.3,Warrnambool
202425,3,3751,10001804,NULL,10001804,185.93,Warrnambool
202425,3,3751,10001804,NULL,10001804,143.63,Warrnambool
202425,3,163589,10001816,Social Security,10001816,24.41,Warrnambool
202425,3,152840,10001836,Health Card,10001836,24.41,Warrnambool
202425,3,152323,10001840,Social Security,10001840,69.89,Warrnambool
202425,3,1899,10001798,Social Security,10001798,24.41,Warrnambool
202425,3,1899,10001798,Social Security,10001798,41.74,Warrnambool
202425,3,163589,10001816,Social Security,10001816,7.58,Warrnambool
202425,3,141820,10001823,Social Security,10001823,80.22,Warrnambool
202425,3,141820,10001823,Social Security,10001823,163.84,Warrnambool
202425,3,152840,10001836,Health Card,10001836,49.23,Warrnambool
202425,3,141727,10001863,Social Security,10001863,289,Warrnambool
202425,3,115858,30085880,Social Security,30085880,14.33,Warrnambool
202425,3,5958,10001904,NULL,10001904,47.79,Warrnambool
202425,3,32839,30063609,Health Card,30063609,13.49,Warrnambool
202425,3,141727,10001863,Social Security,10001863,47.53,Warrnambool
202425,3,141727,10001863,Social Security,10001863,13.48,Warrnambool
202425,3,26193,30001193,Social Security,30001193,0,Warrnambool
202425,3,138130,10001886,Social Security,10001886,0,Warrnambool
202425,3,2091,10001990,Health Card,10001990,23.12,Warrnambool
202425,3,12399,10001937,Social Security,10001937,24.41,Warrnambool
202425,3,12399,10001937,Social Security,10001937,31.62,Warrnambool
202425,3,32854,10001965,Health Card,10001965,24.41,Warrnambool
202425,3,46372,30092509,Social Security,30092509,0,Warrnambool
202425,3,2103,10002002,Social Security,10002002,23.12,Warrnambool
202425,3,121578,10002033,Social Security,10002033,0,Warrnambool
202425,3,2091,10001990,Health Card,10001990,20.74,Warrnambool
202425,3,32864,10001995,Social Security,10001995,527.36,Warrnambool
202425,3,149249,30097421,Health Card,30097421,35.63,Warrnambool
202425,3,99874,30050327,Health Card,30050327,132.17,Warrnambool
202425,3,2283,10002182,Social Security,10002182,143.76,Warrnambool
202425,3,127883,10002007,Social Security,10002007,0,Warrnambool
202425,3,166988,30118508,Health Card,30118508,280.09,Warrnambool
202425,3,128172,10002023,Social Security,10002023,0,Warrnambool
202425,3,156587,10002040,Social Security,10002040,54.39,Warrnambool
202425,3,122968,10002058,Social Security,10002058,277.92,Dennington
202425,3,156486,10002097,Social Security,10002097,0,Warrnambool
202425,3,138066,10002131,Social Security,10002131,16.86,Warrnambool
202425,3,138066,10002131,Social Security,10002131,158.37,Warrnambool
202425,3,33012,10002284,Social Security,10002284,11.8,Warrnambool
202425,3,33012,10002284,Social Security,10002284,154.83,Warrnambool
202425,3,133768,30100748,Health Card,30100748,146.93,Warrnambool
202425,3,108686,10002344,Social Security,10002344,167.41,Warrnambool
202425,3,2450,10002349,Health Card,10002349,53.07,Warrnambool
202425,3,2450,10002349,Health Card,10002349,131.76,Warrnambool
202425,3,136684,30083480,Health Card,30083480,32.87,Warrnambool
202425,3,2283,10002182,Social Security,10002182,27.8,Warrnambool
202425,3,2283,10002182,Social Security,10002182,15.17,Warrnambool
202425,3,2289,10002188,Social Security,10002188,0,Warrnambool
202425,3,135983,30096726,Social Security,30096726,0,Warrnambool
202425,3,139031,30085834,Health Card,30085834,0,Warrnambool
202425,3,106561,30118632,Health Card,30118632,64.07,Warrnambool
202425,3,33066,10002406,Social Security,10002406,42.22,Warrnambool
202425,3,33085,10002434,Social Security,10002434,90.31,Warrnambool
202425,3,131759,30103922,Social Security,30103922,135.09,Warrnambool
202425,3,32230,10002478,Social Security,10002478,23.89,Warrnambool
202425,3,33012,10002284,Social Security,10002284,24.67,Warrnambool
202425,3,33024,10002304,Health Card,10002304,0,Warrnambool
202425,3,160674,10002308,Health Card,10002308,0,Warrnambool
202425,3,108686,10002344,Social Security,10002344,47.27,Warrnambool
202425,3,2450,10002349,Health Card,10002349,23.89,Warrnambool
202425,3,146960,30094582,Health Card,30094582,0,Warrnambool
202425,3,134308,30081146,Social Security,30081146,28.35,Warrnambool
202425,3,42914,10002509,Social Security,10002509,0,Warrnambool
202425,3,55688,10002547,Social Security,10002547,24.41,Warrnambool
202425,3,2650,10002549,Social Security,10002549,174.13,Warrnambool
202425,3,2505,10002404,Social Security,10002404,0,Warrnambool
202425,3,33066,10002406,Social Security,10002406,23.89,Warrnambool
202425,3,26285,30001285,Social Security,30001285,0,Warrnambool
202425,3,33076,10002421,Social Security,10002421,160.36,Warrnambool
202425,3,115804,30105468,Social Security,30105468,154.54,Warrnambool
202425,3,25665,30000665,Social Security,30000665,0.84,Warrnambool
202425,3,32230,10002478,Social Security,10002478,152.84,Warrnambool
202425,3,112127,30117258,Social Security,30117258,0,Warrnambool
202425,3,2687,10002586,Social Security,10002586,17.74,Warrnambool
202425,3,2687,10002586,Social Security,10002586,10.11,Warrnambool
202425,3,155123,30118272,Social Security,30118272,0,Warrnambool
202425,3,164474,30115272,Social Security,30115272,45.01,Warrnambool
202425,3,2758,10002657,Social Security,10002657,7.97,Dennington
202425,3,2758,10002657,Social Security,10002657,107.36,Dennington
202425,3,149386,30097574,Health Card,30097574,0,Warrnambool
202425,3,2810,10002709,Social Security,10002709,20.23,Warrnambool
202425,3,2810,10002709,Social Security,10002709,161.01,Warrnambool
202425,3,2628,10002527,Social Security,10002527,0,Warrnambool
202425,3,55688,10002547,Social Security,10002547,90.54,Warrnambool
202425,3,2650,10002549,Social Security,10002549,24.41,Warrnambool
202425,3,2650,10002549,Social Security,10002549,163.84,Warrnambool
202425,3,27896,30079818,Social Security,30079818,0,Warrnambool
202425,3,108810,30096730,Health Card,30096730,18.54,Warrnambool
202425,3,159496,10002790,Health Card,10002790,0,Dennington
202425,3,129900,10002817,Health Card,10002817,67.94,Warrnambool
202425,3,157120,30106248,Social Security,30106248,159.54,Warrnambool
202425,3,147703,10002825,Social Security,10002825,48.3,Warrnambool
202425,3,147703,10002825,Social Security,10002825,2.53,Warrnambool
202425,3,147703,10002825,Social Security,10002825,240.9,Warrnambool
202425,3,28609,10002827,Social Security,10002827,24.15,Warrnambool
202425,3,28609,10002827,Social Security,10002827,35.23,Warrnambool
202425,3,129306,30083163,Social Security,30083163,17.7,Warrnambool
202425,3,2933,10002832,Veteran,10002832,22.86,Warrnambool
202425,3,2933,10002832,Veteran,10002832,153.39,Warrnambool
202425,3,161772,30111642,Social Security,30111642,14.33,Warrnambool
202425,3,119313,10002861,Health Card,10002861,0,Warrnambool
202425,3,33163,10002617,Veteran,10002617,24.41,Warrnambool
202425,3,33163,10002617,Veteran,10002617,163.84,Warrnambool
202425,3,2731,10002630,Social Security,10002630,103.35,Warrnambool
202425,3,33170,30040683,Social Security,30040683,16.01,Warrnambool
202425,3,55834,10002655,Social Security,10002655,0,Dennington
202425,3,2810,10002709,Social Security,10002709,24.41,Warrnambool
202425,3,54248,10002762,Health Card,10002762,0,Dennington
202425,3,119131,10002872,Social Security,10002872,0,Warrnambool
202425,3,3009,10002908,Health Card,10002908,24.15,Dennington
202425,3,3009,10002908,Health Card,10002908,12.71,Dennington
202425,3,3030,10002929,NULL,10002929,72.02,Warrnambool
202425,3,146111,30120519,Social Security,30120519,10.96,Warrnambool
202425,3,3085,10002984,Social Security,10002984,0,Dennington
202425,3,119920,10002988,Social Security,10002988,18.54,Dennington
202425,3,38894,10002995,Social Security,10002995,24.93,Dennington
202425,3,38894,10002995,Social Security,10002995,91.96,Dennington
202425,3,115916,30079776,Social Security,30079776,61.76,Dennington
202425,3,117816,10003022,Health Card,10003022,0,Warrnambool
202425,3,2441,10003036,Health Card,10003036,0,Warrnambool
202425,3,2919,10002818,Social Security,10002818,96.34,Warrnambool
202425,3,2919,10002818,Social Security,10002818,162.1,Warrnambool
202425,3,2921,10002820,Social Security,10002820,24.15,Warrnambool
202425,3,2921,10002820,Social Security,10002820,162.1,Warrnambool
202425,3,52575,30014324,Social Security,30014324,13.49,Warrnambool
202425,3,27269,30106313,Social Security,30106313,26.95,Warrnambool
202425,3,2941,10002840,Social Security,10002840,22.86,Warrnambool
202425,3,2941,10002840,Social Security,10002840,104.66,Warrnambool
202425,3,2941,10002840,Social Security,10002840,153.39,Warrnambool
202425,3,5131,10003045,Social Security,10003045,24.93,Warrnambool
202425,3,153267,10003047,Health Card,10003047,24.93,Warrnambool
202425,3,3751,10003056,NULL,10003056,15.28,Warrnambool
202425,3,3158,10003057,Health Card,10003057,163.84,Warrnambool
202425,3,3186,10003085,Health Card,10003085,163.84,Warrnambool
202425,3,130467,30117001,Social Security,30117001,0,Warrnambool
202425,3,2974,10002873,Health Card,10002873,0,Warrnambool
202425,3,3009,10002908,Health Card,10002908,156.45,Dennington
202425,3,102519,30090640,Social Security,30090640,493.91,Dennington
202425,3,119920,10002988,Social Security,10002988,158.41,Dennington
202425,3,25817,10003002,Veteran,10003002,0,Dennington
202425,3,3143,10003042,Health Card,10003042,24.93,Warrnambool
202425,3,3143,10003042,Health Card,10003042,84.12,Warrnambool
202425,3,5131,10003045,Social Security,10003045,140.93,Warrnambool
202425,3,153267,10003047,Health Card,10003047,167.29,Warrnambool
202425,3,3751,10003056,NULL,10003056,19.45,Warrnambool
202425,3,3158,10003057,Health Card,10003057,24.41,Warrnambool
202425,3,3159,10003058,Health Card,10003058,64.72,Warrnambool
202425,3,33403,10003150,Social Security,10003150,24.93,Warrnambool
202425,3,33403,10003150,Social Security,10003150,22.76,Warrnambool
202425,3,33403,10003150,Social Security,10003150,167.29,Warrnambool
202425,3,34837,10003154,Social Security,10003154,167.33,Warrnambool
202425,3,141288,30111672,Social Security,30111672,0,Warrnambool
202425,3,124717,10003190,Veteran,10003190,71.47,Warrnambool
202425,3,124717,10003190,Veteran,10003190,463.44,Warrnambool
202425,3,3186,10003085,Health Card,10003085,24.41,Warrnambool
202425,3,111493,30074973,Social Security,30074973,0,Warrnambool
202425,3,34837,10003154,Social Security,10003154,63.46,Warrnambool
202425,3,122255,30101187,Social Security,30101187,0,Warrnambool
202425,3,145027,30092584,Health Card,30092584,0,Warrnambool
202425,3,36742,10003325,Social Security,10003325,24.67,Warrnambool
202425,3,1021,10003330,Social Security,10003330,17.33,Warrnambool
202425,3,70446,30101482,Social Security,30101482,38.25,Warrnambool
202425,3,140919,30087854,Health Card,30087854,391.37,Warrnambool
202425,3,152953,30101771,Social Security,30101771,0,Warrnambool
202425,3,3317,10003216,Social Security,10003216,24.15,Dennington
202425,3,33437,10003227,Social Security,10003227,24.15,Dennington
202425,3,33461,10003281,Health Card,10003281,50.37,Warrnambool
202425,3,33461,10003281,Health Card,10003281,162.1,Warrnambool
202425,3,163197,10003437,Social Security,10003437,23.89,Dennington
202425,3,163197,10003437,Social Security,10003437,127.96,Dennington
202425,3,3583,10003482,Social Security,10003482,0,Warrnambool
202425,3,3396,10003295,Social Security,10003295,50.37,Warrnambool
202425,3,2741,10003318,Veteran,10003318,24.67,Warrnambool
202425,3,2741,10003318,Veteran,10003318,17.33,Warrnambool
202425,3,7005,10003322,Health Card,10003322,17.33,Warrnambool
202425,3,7005,10003322,Health Card,10003322,160.37,Warrnambool
202425,3,36742,10003325,Social Security,10003325,17.33,Warrnambool
202425,3,1021,10003330,Social Security,10003330,160.37,Warrnambool
202425,3,132881,10003562,Health Card,10003562,23.89,Warrnambool
202425,3,33567,10003577,Health Card,10003577,40.53,Warrnambool
202425,3,148023,10003600,Social Security,10003600,108.62,Warrnambool
202425,3,154697,10003602,Social Security,10003602,24.41,Warrnambool
202425,3,97242,30112521,Social Security,30112521,0,Warrnambool
202425,3,3462,10003361,Social Security,10003361,23.89,Warrnambool
202425,3,3462,10003361,Social Security,10003361,35.47,Warrnambool
